county_fips,county,year,office,party,candidate,votes,total_votes
55075,MARINETTE,2005,SUPREME COURT,SCATTERING,SCATTERING,5,5223
55075,MARINETTE,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,5990,6006
55075,MARINETTE,2006,SUPREME COURT,SCATTERING,SCATTERING,16,6006
55075,MARINETTE,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,3967,6425
55075,MARINETTE,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,2452,6425
55075,MARINETTE,2007,SUPREME COURT,SCATTERING,SCATTERING,6,6425
55075,MARINETTE,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2892,4713
55075,MARINETTE,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1811,4713
55075,MARINETTE,2008,SUPREME COURT,SCATTERING,SCATTERING,10,4713
55075,MARINETTE,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2539,6746
55075,MARINETTE,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,4204,6746
55075,MARINETTE,2009,SUPREME COURT,SCATTERING,SCATTERING,3,6746
55075,MARINETTE,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",4985,9070
55075,MARINETTE,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,4084,9070
55075,MARINETTE,2011,SUPREME COURT,SCATTERING,SCATTERING,1,9070
55075,MARINETTE,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,4302,7132
55075,MARINETTE,2013,SUPREME COURT,LIBERAL,ED FALLONE,2828,7132
55075,MARINETTE,2013,SUPREME COURT,SCATTERING,SCATTERING,2,7132
55075,MARINETTE,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,2484,6342
55075,MARINETTE,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,3858,6342
55075,MARINETTE,2015,SUPREME COURT,SCATTERING,SCATTERING,0,6342
55075,MARINETTE,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,8531,13994
55075,MARINETTE,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,5463,13994
55075,MARINETTE,2016,SUPREME COURT,SCATTERING,SCATTERING,0,13994
55075,MARINETTE,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,3721,3721
55075,MARINETTE,2017,SUPREME COURT,SCATTERING,SCATTERING,0,3721
55075,MARINETTE,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,3402,6341
55075,MARINETTE,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,2939,6341
55075,MARINETTE,2018,SUPREME COURT,SCATTERING,SCATTERING,0,6341
55075,MARINETTE,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,5162,8124
55075,MARINETTE,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,2962,8124
55075,MARINETTE,2019,SUPREME COURT,SCATTERING,SCATTERING,0,8124
55075,MARINETTE,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,5936,10556
55075,MARINETTE,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,4620,10556
55075,MARINETTE,2020,SUPREME COURT,SCATTERING,SCATTERING,0,10556
55075,MARINETTE,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,7148,11766
55075,MARINETTE,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,4590,11766
55075,MARINETTE,2023,SUPREME COURT,SCATTERING,SCATTERING,28,11766
55075,MARINETTE,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,10031,15703
55075,MARINETTE,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,5656,15703
55075,MARINETTE,2025,SUPREME COURT,SCATTERING,SCATTERING,16,15703
55077,MARQUETTE,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,1284,2008
55077,MARQUETTE,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,724,2008
55077,MARQUETTE,2000,SUPREME COURT,SCATTERING,SCATTERING,0,2008
55077,MARQUETTE,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",2259,2263
55077,MARQUETTE,2001,SUPREME COURT,SCATTERING,SCATTERING,4,2263
55077,MARQUETTE,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1518,2830
55077,MARQUETTE,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1307,2830
55077,MARQUETTE,2003,SUPREME COURT,SCATTERING,SCATTERING,5,2830
55077,MARQUETTE,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,1517,1517
55077,MARQUETTE,2005,SUPREME COURT,SCATTERING,SCATTERING,0,1517
55077,MARQUETTE,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1330,1334
55077,MARQUETTE,2006,SUPREME COURT,SCATTERING,SCATTERING,4,1334
55077,MARQUETTE,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1545,2409
55077,MARQUETTE,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,862,2409
55077,MARQUETTE,2007,SUPREME COURT,SCATTERING,SCATTERING,2,2409
55077,MARQUETTE,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1273,2911
55077,MARQUETTE,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1636,2911
55077,MARQUETTE,2008,SUPREME COURT,SCATTERING,SCATTERING,2,2911
55077,MARQUETTE,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1131,2369
55077,MARQUETTE,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,1238,2369
55077,MARQUETTE,2009,SUPREME COURT,SCATTERING,SCATTERING,0,2369
55077,MARQUETTE,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",2219,3945
55077,MARQUETTE,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,1723,3945
55077,MARQUETTE,2011,SUPREME COURT,SCATTERING,SCATTERING,3,3945
55077,MARQUETTE,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1833,3145
55077,MARQUETTE,2013,SUPREME COURT,LIBERAL,ED FALLONE,1312,3145
55077,MARQUETTE,2013,SUPREME COURT,SCATTERING,SCATTERING,0,3145
55077,MARQUETTE,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1374,2938
55077,MARQUETTE,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,1559,2938
55077,MARQUETTE,2015,SUPREME COURT,SCATTERING,SCATTERING,5,2938
55077,MARQUETTE,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,3265,5773
55077,MARQUETTE,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2496,5773
55077,MARQUETTE,2016,SUPREME COURT,SCATTERING,SCATTERING,12,5773
55077,MARQUETTE,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,2194,2220
55077,MARQUETTE,2017,SUPREME COURT,SCATTERING,SCATTERING,26,2220
55077,MARQUETTE,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1748,3095
55077,MARQUETTE,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1346,3095
55077,MARQUETTE,2018,SUPREME COURT,SCATTERING,SCATTERING,1,3095
55077,MARQUETTE,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2101,3579
55077,MARQUETTE,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1476,3579
55077,MARQUETTE,2019,SUPREME COURT,SCATTERING,SCATTERING,2,3579
55077,MARQUETTE,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2295,4194
55077,MARQUETTE,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1897,4194
55077,MARQUETTE,2020,SUPREME COURT,SCATTERING,SCATTERING,2,4194
55077,MARQUETTE,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3043,5178
55077,MARQUETTE,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,2125,5178
55077,MARQUETTE,2023,SUPREME COURT,SCATTERING,SCATTERING,10,5178
55077,MARQUETTE,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,3870,6401
55077,MARQUETTE,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,2529,6401
55077,MARQUETTE,2025,SUPREME COURT,SCATTERING,SCATTERING,2,6401
55078,MENOMINEE,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,111,181
55078,MENOMINEE,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,69,181
55078,MENOMINEE,2000,SUPREME COURT,SCATTERING,SCATTERING,1,181
55078,MENOMINEE,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",321,322
55078,MENOMINEE,2001,SUPREME COURT,SCATTERING,SCATTERING,1,322
55078,MENOMINEE,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,168,274
55078,MENOMINEE,2003,SUPREME COURT,LIBERAL,ED BRUNNER,105,274
55078,MENOMINEE,2003,SUPREME COURT,SCATTERING,SCATTERING,1,274
55078,MENOMINEE,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,176,178
55078,MENOMINEE,2005,SUPREME COURT,SCATTERING,SCATTERING,2,178
55078,MENOMINEE,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,57,58
55078,MENOMINEE,2006,SUPREME COURT,SCATTERING,SCATTERING,1,58
55078,MENOMINEE,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,196,379
55078,MENOMINEE,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,183,379
55078,MENOMINEE,2007,SUPREME COURT,SCATTERING,SCATTERING,0,379
55078,MENOMINEE,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,49,151
55078,MENOMINEE,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,102,151
55078,MENOMINEE,2008,SUPREME COURT,SCATTERING,SCATTERING,0,151
55078,MENOMINEE,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,55,241
55078,MENOMINEE,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,186,241
55078,MENOMINEE,2009,SUPREME COURT,SCATTERING,SCATTERING,0,241
55078,MENOMINEE,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",141,383
55078,MENOMINEE,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,240,383
55078,MENOMINEE,2011,SUPREME COURT,SCATTERING,SCATTERING,2,383
55078,MENOMINEE,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,168,321
55078,MENOMINEE,2013,SUPREME COURT,LIBERAL,ED FALLONE,153,321
55078,MENOMINEE,2013,SUPREME COURT,SCATTERING,SCATTERING,0,321
55078,MENOMINEE,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,81,296
55078,MENOMINEE,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,215,296
55078,MENOMINEE,2015,SUPREME COURT,SCATTERING,SCATTERING,0,296
55078,MENOMINEE,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,318,720
55078,MENOMINEE,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,402,720
55078,MENOMINEE,2016,SUPREME COURT,SCATTERING,SCATTERING,0,720
55078,MENOMINEE,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,117,117
55078,MENOMINEE,2017,SUPREME COURT,SCATTERING,SCATTERING,0,117
55078,MENOMINEE,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,55,148
55078,MENOMINEE,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,93,148
55078,MENOMINEE,2018,SUPREME COURT,SCATTERING,SCATTERING,0,148
55078,MENOMINEE,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,113,322
55078,MENOMINEE,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,209,322
55078,MENOMINEE,2019,SUPREME COURT,SCATTERING,SCATTERING,0,322
55078,MENOMINEE,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,121,367
55078,MENOMINEE,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,246,367
55078,MENOMINEE,2020,SUPREME COURT,SCATTERING,SCATTERING,0,367
55078,MENOMINEE,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,172,569
55078,MENOMINEE,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,397,569
55078,MENOMINEE,2023,SUPREME COURT,SCATTERING,SCATTERING,0,569
55078,MENOMINEE,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,191,1028
55078,MENOMINEE,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,837,1028
55078,MENOMINEE,2025,SUPREME COURT,SCATTERING,SCATTERING,0,1028
55079,MILWAUKEE,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,105207,170983
55079,MILWAUKEE,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,65441,170983
55079,MILWAUKEE,2000,SUPREME COURT,SCATTERING,SCATTERING,335,170983
55079,MILWAUKEE,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",50692,51478
55079,MILWAUKEE,2001,SUPREME COURT,SCATTERING,SCATTERING,786,51478
55079,MILWAUKEE,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,54183,96631
55079,MILWAUKEE,2003,SUPREME COURT,LIBERAL,ED BRUNNER,42134,96631
55079,MILWAUKEE,2003,SUPREME COURT,SCATTERING,SCATTERING,314,96631
55079,MILWAUKEE,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,47448,47952
55079,MILWAUKEE,2005,SUPREME COURT,SCATTERING,SCATTERING,504,47952
55079,MILWAUKEE,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,36605,37154
55079,MILWAUKEE,2006,SUPREME COURT,SCATTERING,SCATTERING,549,37154
55079,MILWAUKEE,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,54240,97215
55079,MILWAUKEE,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,42606,97215
55079,MILWAUKEE,2007,SUPREME COURT,SCATTERING,SCATTERING,369,97215
55079,MILWAUKEE,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,67203,159645
55079,MILWAUKEE,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,91627,159645
55079,MILWAUKEE,2008,SUPREME COURT,SCATTERING,SCATTERING,815,159645
55079,MILWAUKEE,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,34400,86026
55079,MILWAUKEE,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,51544,86026
55079,MILWAUKEE,2009,SUPREME COURT,SCATTERING,SCATTERING,82,86026
55079,MILWAUKEE,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",99368,229040
55079,MILWAUKEE,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,129108,229040
55079,MILWAUKEE,2011,SUPREME COURT,SCATTERING,SCATTERING,564,229040
55079,MILWAUKEE,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,55843,109892
55079,MILWAUKEE,2013,SUPREME COURT,LIBERAL,ED FALLONE,53956,109892
55079,MILWAUKEE,2013,SUPREME COURT,SCATTERING,SCATTERING,93,109892
55079,MILWAUKEE,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,35788,91387
55079,MILWAUKEE,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,55479,91387
55079,MILWAUKEE,2015,SUPREME COURT,SCATTERING,SCATTERING,120,91387
55079,MILWAUKEE,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,124175,279083
55079,MILWAUKEE,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,153963,279083
55079,MILWAUKEE,2016,SUPREME COURT,SCATTERING,SCATTERING,945,279083
55079,MILWAUKEE,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,54826,57631
55079,MILWAUKEE,2017,SUPREME COURT,SCATTERING,SCATTERING,2805,57631
55079,MILWAUKEE,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,44747,130850
55079,MILWAUKEE,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,85948,130850
55079,MILWAUKEE,2018,SUPREME COURT,SCATTERING,SCATTERING,155,130850
55079,MILWAUKEE,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,56541,150246
55079,MILWAUKEE,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,93569,150246
55079,MILWAUKEE,2019,SUPREME COURT,SCATTERING,SCATTERING,136,150246
55079,MILWAUKEE,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,65122,200308
55079,MILWAUKEE,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,134949,200308
55079,MILWAUKEE,2020,SUPREME COURT,SCATTERING,SCATTERING,237,200308
55079,MILWAUKEE,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,63056,234153
55079,MILWAUKEE,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,170540,234153
55079,MILWAUKEE,2023,SUPREME COURT,SCATTERING,SCATTERING,557,234153
55079,MILWAUKEE,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,77299,304885
55079,MILWAUKEE,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,227345,304885
55079,MILWAUKEE,2025,SUPREME COURT,SCATTERING,SCATTERING,241,304885
55081,MONROE,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,3503,5727
55081,MONROE,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,2220,5727
55081,MONROE,2000,SUPREME COURT,SCATTERING,SCATTERING,4,5727
55081,MONROE,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",4577,4585
55081,MONROE,2001,SUPREME COURT,SCATTERING,SCATTERING,8,4585
55081,MONROE,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2285,4371
55081,MONROE,2003,SUPREME COURT,LIBERAL,ED BRUNNER,2082,4371
55081,MONROE,2003,SUPREME COURT,SCATTERING,SCATTERING,4,4371
55081,MONROE,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,4301,4315
55081,MONROE,2005,SUPREME COURT,SCATTERING,SCATTERING,14,4315
55081,MONROE,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,2362,2369
55081,MONROE,2006,SUPREME COURT,SCATTERING,SCATTERING,7,2369
55081,MONROE,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,4236,6607
55081,MONROE,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,2356,6607
55081,MONROE,2007,SUPREME COURT,SCATTERING,SCATTERING,15,6607
55081,MONROE,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2616,4716
55081,MONROE,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,2088,4716
55081,MONROE,2008,SUPREME COURT,SCATTERING,SCATTERING,12,4716
55081,MONROE,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2398,5735
55081,MONROE,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,3329,5735
55081,MONROE,2009,SUPREME COURT,SCATTERING,SCATTERING,8,5735
55081,MONROE,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",4508,9213
55081,MONROE,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,4692,9213
55081,MONROE,2011,SUPREME COURT,SCATTERING,SCATTERING,13,9213
55081,MONROE,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,3761,6381
55081,MONROE,2013,SUPREME COURT,LIBERAL,ED FALLONE,2614,6381
55081,MONROE,2013,SUPREME COURT,SCATTERING,SCATTERING,6,6381
55081,MONROE,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1404,3922
55081,MONROE,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,2514,3922
55081,MONROE,2015,SUPREME COURT,SCATTERING,SCATTERING,4,3922
55081,MONROE,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,7152,13021
55081,MONROE,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,5849,13021
55081,MONROE,2016,SUPREME COURT,SCATTERING,SCATTERING,20,13021
55081,MONROE,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,3038,3070
55081,MONROE,2017,SUPREME COURT,SCATTERING,SCATTERING,32,3070
55081,MONROE,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,3171,6263
55081,MONROE,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,3085,6263
55081,MONROE,2018,SUPREME COURT,SCATTERING,SCATTERING,7,6263
55081,MONROE,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,4532,8413
55081,MONROE,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,3872,8413
55081,MONROE,2019,SUPREME COURT,SCATTERING,SCATTERING,9,8413
55081,MONROE,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,5043,9710
55081,MONROE,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,4655,9710
55081,MONROE,2020,SUPREME COURT,SCATTERING,SCATTERING,12,9710
55081,MONROE,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,6399,11393
55081,MONROE,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,4970,11393
55081,MONROE,2023,SUPREME COURT,SCATTERING,SCATTERING,24,11393
55081,MONROE,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,8340,15007
55081,MONROE,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,6663,15007
55081,MONROE,2025,SUPREME COURT,SCATTERING,SCATTERING,4,15007
55083,OCONTO,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,4216,6270
55083,OCONTO,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,2042,6270
55083,OCONTO,2000,SUPREME COURT,SCATTERING,SCATTERING,12,6270
55083,OCONTO,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",4963,4977
55083,OCONTO,2001,SUPREME COURT,SCATTERING,SCATTERING,14,4977
55083,OCONTO,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,3502,6825
55083,OCONTO,2003,SUPREME COURT,LIBERAL,ED BRUNNER,3305,6825
55083,OCONTO,2003,SUPREME COURT,SCATTERING,SCATTERING,18,6825
55083,OCONTO,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,4240,4256
55083,OCONTO,2005,SUPREME COURT,SCATTERING,SCATTERING,16,4256
55083,OCONTO,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,3057,3064
55083,OCONTO,2006,SUPREME COURT,SCATTERING,SCATTERING,7,3064
55083,OCONTO,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,4312,6681
55083,OCONTO,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,2353,6681
55083,OCONTO,2007,SUPREME COURT,SCATTERING,SCATTERING,16,6681
55083,OCONTO,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2658,4418
55083,OCONTO,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1747,4418
55083,OCONTO,2008,SUPREME COURT,SCATTERING,SCATTERING,13,4418
55083,OCONTO,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2095,5532
55083,OCONTO,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,3434,5532
55083,OCONTO,2009,SUPREME COURT,SCATTERING,SCATTERING,3,5532
55083,OCONTO,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",5212,9094
55083,OCONTO,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3879,9094
55083,OCONTO,2011,SUPREME COURT,SCATTERING,SCATTERING,3,9094
55083,OCONTO,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,4519,7509
55083,OCONTO,2013,SUPREME COURT,LIBERAL,ED FALLONE,2985,7509
55083,OCONTO,2013,SUPREME COURT,SCATTERING,SCATTERING,5,7509
55083,OCONTO,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,3015,7215
55083,OCONTO,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,4200,7215
55083,OCONTO,2015,SUPREME COURT,SCATTERING,SCATTERING,0,7215
55083,OCONTO,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,8798,14083
55083,OCONTO,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,5285,14083
55083,OCONTO,2016,SUPREME COURT,SCATTERING,SCATTERING,0,14083
55083,OCONTO,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,4598,4598
55083,OCONTO,2017,SUPREME COURT,SCATTERING,SCATTERING,0,4598
55083,OCONTO,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,2943,5337
55083,OCONTO,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,2388,5337
55083,OCONTO,2018,SUPREME COURT,SCATTERING,SCATTERING,6,5337
55083,OCONTO,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,5634,8540
55083,OCONTO,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,2906,8540
55083,OCONTO,2019,SUPREME COURT,SCATTERING,SCATTERING,0,8540
55083,OCONTO,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,6176,10330
55083,OCONTO,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,4154,10330
55083,OCONTO,2020,SUPREME COURT,SCATTERING,SCATTERING,0,10330
55083,OCONTO,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,7997,12451
55083,OCONTO,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,4425,12451
55083,OCONTO,2023,SUPREME COURT,SCATTERING,SCATTERING,29,12451
55083,OCONTO,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,11279,16676
55083,OCONTO,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,5386,16676
55083,OCONTO,2025,SUPREME COURT,SCATTERING,SCATTERING,11,16676
55085,ONEIDA,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,4397,6394
55085,ONEIDA,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1988,6394
55085,ONEIDA,2000,SUPREME COURT,SCATTERING,SCATTERING,9,6394
55085,ONEIDA,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",4192,4195
55085,ONEIDA,2001,SUPREME COURT,SCATTERING,SCATTERING,3,4195
55085,ONEIDA,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2886,6065
55085,ONEIDA,2003,SUPREME COURT,LIBERAL,ED BRUNNER,3164,6065
55085,ONEIDA,2003,SUPREME COURT,SCATTERING,SCATTERING,15,6065
55085,ONEIDA,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,7337,7361
55085,ONEIDA,2005,SUPREME COURT,SCATTERING,SCATTERING,24,7361
55085,ONEIDA,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,4393,4394
