county,municipality,ctv,reporting_unit,year,office,district,con_dist,wsa_dist,wss_dist,party,candidate,votes
Clark,Hixon,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Hixon,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Hixon,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Hixon,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,6
Clark,Hixon,Town,Wards 1 & 2,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,156
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,82
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,1
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,10
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Hoard,Town,Wards 1 & 2,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,116
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,106
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,9
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,4
Clark,Levis,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,143
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,102
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,3
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,7
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,1
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,5
Clark,Longwood,Town,Wards 1 & 2,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,154
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,81
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,16
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,3
Clark,Loyal,Town,Wards 1 & 2,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,170
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,99
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,7
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,1
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Lynn,Town,Wards 1 & 2,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,223
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,158
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,10
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,3
Clark,Mayville,Town,Wards 1 & 2,2000,president,NA,7,69,23,Scattering,Scattering,1
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,54
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,62
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,2
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,12
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,1
Clark,Mead,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,116
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,106
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,16
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Mentor,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,322
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,201
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,29
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,1
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,5
Clark,Pine Valley,Town,Wards 1 & 2,2000,president,NA,3,69,23,Scattering,Scattering,2
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,87
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,104
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,1
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,6
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,3
Clark,Reseburg,Town,Wards 1 & 2,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,54
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,56
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,2
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Seif,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,152
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,106
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,13
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,1
Clark,Sherman,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,60
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,60
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,3
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,3
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,1
Clark,Sherwood,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,119
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,152
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,3
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,9
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,4
Clark,Thorp,Town,Ward 1,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,154
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,127
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,2
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,10
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,1
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,4
Clark,Unity,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,113
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,88
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,3
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,9
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Warner,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,80
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,42
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,1
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,7
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,0
Clark,Washburn,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,169
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,125
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,2
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,1
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,16
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,1
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,1
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,1
Clark,Weston,Town,Wards 1 & 2,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,143
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,135
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,1
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,1
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,10
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,3
Clark,Withee,Town,Ward 1,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,138
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,87
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,4
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,5
Clark,Worden,Town,Ward 1,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,201
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,156
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,7
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,York,Town,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,42
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,32
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,1
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,0
Clark,Curtiss,Village,Ward 1,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,207
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,154
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,1
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,1
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,8
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Dorchester,Village,Ward 1,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Republican,George Bush / Dick Cheney,97
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Democratic,Al Gore / Joe Lieberman,86
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,3
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Independent 2,James Harris / M Trowe,0
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Independent 4,Pat Buchanan / Ezola Foster,2
Clark,Granton,Village,Ward 1,2000,president,NA,3,69,23,Scattering,Scattering,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,41
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Democratic,Al Gore / Joe Lieberman,18
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Libertarian,Harry Browne / Art Olivier,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Constitution,H Phillips / J C Frazier,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Wisconsin Green,Ralph Nader / Winona la Duke,3
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Independent,M Moorehead / Gloria la Riva,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Independent 2,James Harris / M Trowe,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Independent 3,John Hagelin / Nat Goldhaber,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Independent 4,Pat Buchanan / Ezola Foster,0
Clark,Unity,Village,Ward 2,2000,president,NA,7,69,23,Scattering,Scattering,0
Clark,Withee,Village,Ward 1,2000,president,NA,7,69,23,Republican,George Bush / Dick Cheney,109
