county_fips,county,year,office,district,party,candidate,votes,total_votes
55105,ROCK,2018,GOVERNOR,0,WRITE-IN 5,ROBBIE HOFFMAN,0,68366
55105,ROCK,2018,GOVERNOR,0,WRITE-IN 6,RICHARD MICHAEL TURTENWALD,0,68366
55105,ROCK,2018,GOVERNOR,0,WRITE-IN 7,CORHAN GEHLER,0,68366
55105,ROCK,2018,GOVERNOR,0,WRITE-IN 8,WILLIAM HENRY DAVID III,0,68366
55105,ROCK,2018,STATE ASSEMBLY,31,DEMOCRATIC,BRITTANY KEYES,6402,13377
55105,ROCK,2018,STATE ASSEMBLY,31,REPUBLICAN,AMY LOUDENBECK,6965,13377
55105,ROCK,2018,STATE ASSEMBLY,31,SCATTERING,SCATTERING,10,13377
55105,ROCK,2018,STATE ASSEMBLY,43,DEMOCRATIC,DON VRUWINK,8854,14147
55105,ROCK,2018,STATE ASSEMBLY,43,REPUBLICAN,GABRIEL SZERLONG,5276,14147
55105,ROCK,2018,STATE ASSEMBLY,43,SCATTERING,SCATTERING,17,14147
55105,ROCK,2018,STATE ASSEMBLY,44,DEMOCRATIC,DEB KOLSTE,18005,18472
55105,ROCK,2018,STATE ASSEMBLY,44,SCATTERING,SCATTERING,467,18472
55105,ROCK,2018,STATE ASSEMBLY,45,DEMOCRATIC,MARK SPREITZER,11323,14203
55105,ROCK,2018,STATE ASSEMBLY,45,LIBERTARIAN,REESE WOOD,2678,14203
55105,ROCK,2018,STATE ASSEMBLY,45,SCATTERING,SCATTERING,202,14203
55105,ROCK,2018,STATE SENATE,11,INDEPENDENT,STEVE MICHAEL JOHNSON (WRITE IN),26,9452
55105,ROCK,2018,STATE SENATE,11,REPUBLICAN,STEVE NASS,8888,9452
55105,ROCK,2018,STATE SENATE,11,SCATTERING,SCATTERING,538,9452
55105,ROCK,2018,STATE SENATE,15,DEMOCRATIC,JANIS RINGHAND,41128,42487
55105,ROCK,2018,STATE SENATE,15,SCATTERING,SCATTERING,1355,42487
55105,ROCK,2018,STATE SENATE,15,WRITE-IN,GREGORY ALAN NEUMANN (),4,42487
55105,ROCK,2018,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,42616,68011
55105,ROCK,2018,US SENATE,0,REPUBLICAN,LEAH VUKMIR,25322,68011
55105,ROCK,2018,US SENATE,0,SCATTERING,SCATTERING,73,68011
55105,ROCK,2018,US SENATE,0,WRITE-IN,MARY JO WALTERS,0,68011
55105,ROCK,2018,US SENATE,0,WRITE-IN 2,JOHN SCHIESS,0,68011
55105,ROCK,2020,CONGRESS,1,DEMOCRATIC,ROGER POLACK,21871,42749
55105,ROCK,2020,CONGRESS,1,REPUBLICAN,BRYAN STEIL,20845,42749
55105,ROCK,2020,CONGRESS,1,SCATTERING,SCATTERING,33,42749
55105,ROCK,2020,CONGRESS,2,DEMOCRATIC,MARK POCAN,22604,39942
55105,ROCK,2020,CONGRESS,2,REPUBLICAN,PETER THERON,17296,39942
55105,ROCK,2020,CONGRESS,2,SCATTERING,SCATTERING,42,39942
55105,ROCK,2020,PRESIDENT,0,CONSTITUTION,DON BLANKENSHIP / WILLIAM MOHR,152,85360
55105,ROCK,2020,PRESIDENT,0,DEMOCRATIC,JOSEPH R BIDEN / KAMALA D HARRIS,46658,85360
55105,ROCK,2020,PRESIDENT,0,INDEPENDENT,JO JORGENSEN / JEREMY SPIKE COHEN,1094,85360
55105,ROCK,2020,PRESIDENT,0,INDEPENDENT 2,BRIAN CARROLL / AMAR PATEL,122,85360
55105,ROCK,2020,PRESIDENT,0,REPUBLICAN,DONALD J TRUMP / MICHAEL R PENCE,37138,85360
55105,ROCK,2020,PRESIDENT,0,SCATTERING,SCATTERING,177,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN,KASEY WELLS,0,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN 2,JADE SIMMONS / CLAUDELIAH J ROZE,0,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN 3,PRESIDENT R19 BODDIE,0,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN 4,HOWIE HAWKINS / ANGELA WALKER,14,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN 5,GLORIDA LA RIVA / SUNIL FREEMAN,2,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN 6,KANYE WEST / MICHELLE TIDBALL,3,85360
55105,ROCK,2020,PRESIDENT,0,WRITE-IN 7,MARK CHALRES / ADRIAN WALLACE,0,85360
55105,ROCK,2020,STATE ASSEMBLY,31,DEMOCRATIC,ELIZABETH LOCHNER-ABEL,7298,16454
55105,ROCK,2020,STATE ASSEMBLY,31,REPUBLICAN,AMY LOUDENBECK,9140,16454
55105,ROCK,2020,STATE ASSEMBLY,31,SCATTERING,SCATTERING,16,16454
55105,ROCK,2020,STATE ASSEMBLY,43,DEMOCRATIC,DON VRUWINK,10022,17935
55105,ROCK,2020,STATE ASSEMBLY,43,REPUBLICAN,BETH DREW,7900,17935
55105,ROCK,2020,STATE ASSEMBLY,43,SCATTERING,SCATTERING,13,17935
55105,ROCK,2020,STATE ASSEMBLY,44,DEMOCRATIC,SUE CONLEY,17205,28621
55105,ROCK,2020,STATE ASSEMBLY,44,REPUBLICAN,DUWAYNE SEVERSON,11335,28621
55105,ROCK,2020,STATE ASSEMBLY,44,SCATTERING,SCATTERING,68,28621
55105,ROCK,2020,STATE ASSEMBLY,44,WRITE-IN,REESE WOOD,13,28621
55105,ROCK,2020,STATE ASSEMBLY,45,DEMOCRATIC,MARK SPREITZER,11849,20463
55105,ROCK,2020,STATE ASSEMBLY,45,REPUBLICAN,TAWNY GUSTINA,8595,20463
55105,ROCK,2020,STATE ASSEMBLY,45,SCATTERING,SCATTERING,19,20463
55105,ROCK,2022,CONGRESS,1,DEMOCRATIC,ANN ROE,25678,47502
55105,ROCK,2022,CONGRESS,1,INDEPENDENT,CHARLES E BARMAN,400,47502
55105,ROCK,2022,CONGRESS,1,REPUBLICAN,BRYAN STEIL,21410,47502
55105,ROCK,2022,CONGRESS,1,SCATTERING,SCATTERING,14,47502
55105,ROCK,2022,CONGRESS,2,DEMOCRATIC,MARK POCAN,9098,17212
55105,ROCK,2022,CONGRESS,2,INDEPENDENT,DOUGLAS ALEXANDER,427,17212
55105,ROCK,2022,CONGRESS,2,REPUBLICAN,ERIK OLSEN,7679,17212
55105,ROCK,2022,CONGRESS,2,SCATTERING,SCATTERING,8,17212
55105,ROCK,2022,GOVERNOR,0,DEMOCRATIC,TONY EVERS / SARA RODRIGUEZ,37755,65276
55105,ROCK,2022,GOVERNOR,0,INDEPENDENT,JOAN ELLIS BEGLINGER,759,65276
55105,ROCK,2022,GOVERNOR,0,REPUBLICAN,TIM MICHELS / ROGER ROTH,26722,65276
55105,ROCK,2022,GOVERNOR,0,SCATTERING,SCATTERING,40,65276
55105,ROCK,2022,GOVERNOR,0,WRITE-IN,SETH HASKIN,0,65276
55105,ROCK,2022,STATE ASSEMBLY,31,DEMOCRATIC,BRIENNE BROWN,3853,8918
55105,ROCK,2022,STATE ASSEMBLY,31,REPUBLICAN,ELLEN SCHUTT,5060,8918
55105,ROCK,2022,STATE ASSEMBLY,31,SCATTERING,SCATTERING,5,8918
55105,ROCK,2022,STATE ASSEMBLY,33,DEMOCRATIC,DON VRUWINK,5322,9122
55105,ROCK,2022,STATE ASSEMBLY,33,REPUBLICAN,SCOTT JOHNSON,3796,9122
55105,ROCK,2022,STATE ASSEMBLY,33,SCATTERING,SCATTERING,4,9122
55105,ROCK,2022,STATE ASSEMBLY,43,DEMOCRATIC,JENNA JACOBSON,5070,9637
55105,ROCK,2022,STATE ASSEMBLY,43,REPUBLICAN,MARISA VOELKEL,4563,9637
55105,ROCK,2022,STATE ASSEMBLY,43,SCATTERING,SCATTERING,4,9637
55105,ROCK,2022,STATE ASSEMBLY,44,DEMOCRATIC,SUE CONLEY,14192,22730
55105,ROCK,2022,STATE ASSEMBLY,44,REPUBLICAN,SPENCER ZIMMERMAN,8524,22730
55105,ROCK,2022,STATE ASSEMBLY,44,SCATTERING,SCATTERING,14,22730
55105,ROCK,2022,STATE ASSEMBLY,45,DEMOCRATIC,CLINTON ANDERSON,8073,14055
55105,ROCK,2022,STATE ASSEMBLY,45,REPUBLICAN,JEFF KLETT,5974,14055
55105,ROCK,2022,STATE ASSEMBLY,45,SCATTERING,SCATTERING,8,14055
55105,ROCK,2022,STATE SENATE,11,DEMOCRATIC,STEVEN J. DOELDER,8621,17934
55105,ROCK,2022,STATE SENATE,11,REPUBLICAN,STEVE NASS,9296,17934
55105,ROCK,2022,STATE SENATE,11,SCATTERING,SCATTERING,17,17934
55105,ROCK,2022,STATE SENATE,15,DEMOCRATIC,MARK SPREITZER,27704,46445
55105,ROCK,2022,STATE SENATE,15,REPUBLICAN,MARK TROFIMCHUCK,18712,46445
55105,ROCK,2022,STATE SENATE,15,SCATTERING,SCATTERING,29,46445
55105,ROCK,2022,US SENATE,0,DEMOCRATIC,MANDELA BARNES,36024,64942
55105,ROCK,2022,US SENATE,0,REPUBLICAN,RON JOHNSON,28758,64942
55105,ROCK,2022,US SENATE,0,SCATTERING,SCATTERING,160,64942
55105,ROCK,2022,US SENATE,0,WRITE-IN,ADAM PAUL,0,64942
55105,ROCK,2024,CONGRESS,1,DEMOCRATIC,PETER BARCA,32018,63763
55105,ROCK,2024,CONGRESS,1,REPUBLICAN,BRYAN STEIL,30294,63763
55105,ROCK,2024,CONGRESS,1,SCATTERING,SCATTERING,57,63763
55105,ROCK,2024,CONGRESS,1,WISCONSIN GREEN,"CHESTER TODD, JR.",1394,63763
55105,ROCK,2024,CONGRESS,2,DEMOCRATIC,MARK POCAN,11179,21672
55105,ROCK,2024,CONGRESS,2,REPUBLICAN,ERIK OLSEN,10472,21672
55105,ROCK,2024,CONGRESS,2,SCATTERING,SCATTERING,21,21672
55105,ROCK,2024,PRESIDENT,0,CONSTITUTION,RANDALL TERRY STEPHEN BRODEN,99,88310
55105,ROCK,2024,PRESIDENT,0,DEMOCRATIC,KAMALA D. HARRIS TIM WALZ,46642,88310
55105,ROCK,2024,PRESIDENT,0,INDEPENDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,48,88310
55105,ROCK,2024,PRESIDENT,0,INDEPENDENT 2,CORNEL WEST MELINA ABDULLAH,47,88310
55105,ROCK,2024,PRESIDENT,0,INDEPENDENT 3,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",497,88310
55105,ROCK,2024,PRESIDENT,0,LIBERTARIAN,CHASE RUSSELL OLIVER MIKE TER MAAT,247,88310
55105,ROCK,2024,PRESIDENT,0,REPUBLICAN,DONALD J. TRUMP JD VANCE,40218,88310
55105,ROCK,2024,PRESIDENT,0,SCATTERING,SCATTERING,181,88310
55105,ROCK,2024,PRESIDENT,0,WISCONSIN GREEN,JILL STEIN RUDOLPH WARE,315,88310
55105,ROCK,2024,PRESIDENT,0,WRITE-IN,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,88310
55105,ROCK,2024,PRESIDENT,0,WRITE-IN 2,BRIAN KIENITZ (WRITE-IN),0,88310
55105,ROCK,2024,PRESIDENT,0,WRITE-IN 3,CHERUNDA LYNN FOX (WRITE-IN),0,88310
55105,ROCK,2024,PRESIDENT,0,WRITE-IN 4,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,88310
55105,ROCK,2024,PRESIDENT,0,WRITE-IN 5,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,88310
55105,ROCK,2024,PRESIDENT,0,WRITE-IN 6,PETER SONSKI LAUREN ONAK (WRITE-IN),16,88310
55105,ROCK,2024,STATE ASSEMBLY,31,DEMOCRATIC,JOHN H. HENDERSON,738,2224
55105,ROCK,2024,STATE ASSEMBLY,31,REPUBLICAN,TYLER AUGUST,1470,2224
55105,ROCK,2024,STATE ASSEMBLY,31,SCATTERING,SCATTERING,16,2224
55105,ROCK,2024,STATE ASSEMBLY,43,DEMOCRATIC,BRIENNE BROWN,12812,24703
55105,ROCK,2024,STATE ASSEMBLY,43,REPUBLICAN,SCOTT L. JOHNSON,11865,24703
55105,ROCK,2024,STATE ASSEMBLY,43,SCATTERING,SCATTERING,26,24703
55105,ROCK,2024,STATE ASSEMBLY,44,DEMOCRATIC,ANN ROE,17335,30743
55105,ROCK,2024,STATE ASSEMBLY,44,REPUBLICAN,BRUCE DANIELSON,13371,30743
55105,ROCK,2024,STATE ASSEMBLY,44,SCATTERING,SCATTERING,37,30743
55105,ROCK,2024,STATE ASSEMBLY,45,DEMOCRATIC,CLINTON ANDERSON,19864,20719
55105,ROCK,2024,STATE ASSEMBLY,45,SCATTERING,SCATTERING,855,20719
55105,ROCK,2024,STATE ASSEMBLY,50,DEMOCRATIC,JENNA JACOBSON,28,56
55105,ROCK,2024,STATE ASSEMBLY,50,REPUBLICAN,RICH JOHNSON,28,56
55105,ROCK,2024,STATE ASSEMBLY,50,SCATTERING,SCATTERING,0,56
55105,ROCK,2024,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,47080,87434
55105,ROCK,2024,US SENATE,0,INDEPENDENT,PHIL ANDERSON,1274,87434
55105,ROCK,2024,US SENATE,0,INDEPENDENT 2,THOMAS LEAGER,922,87434
55105,ROCK,2024,US SENATE,0,REPUBLICAN,ERIC HOVDE,38097,87434
55105,ROCK,2024,US SENATE,0,SCATTERING,SCATTERING,61,87434
55105,ROCK,2024,US SENATE,0,WRITE-IN,JOHN SCHIESS (WRITE-IN),0,87434
55107,RUSK,2000,CONGRESS,7,DEMOCRATIC,DAVID R OBEY,4957,6983
55107,RUSK,2000,CONGRESS,7,REPUBLICAN,SEAN CRONIN,2013,6983
55107,RUSK,2000,CONGRESS,7,SCATTERING,SCATTERING,13,6983
55107,RUSK,2000,PRESIDENT,0,CONSTITUTION,H PHILLIPS / J C FRAZIER,7,7366
55107,RUSK,2000,PRESIDENT,0,DEMOCRATIC,AL GORE / JOE LIEBERMAN,3161,7366
55107,RUSK,2000,PRESIDENT,0,INDEPENDENT,M MOOREHEAD / GLORIA LA RIVA,9,7366
55107,RUSK,2000,PRESIDENT,0,INDEPENDENT 2,JAMES HARRIS / M TROWE,0,7366
55107,RUSK,2000,PRESIDENT,0,INDEPENDENT 3,JOHN HAGELIN / NAT GOLDHABER,2,7366
55107,RUSK,2000,PRESIDENT,0,INDEPENDENT 4,PAT BUCHANAN / EZOLA FOSTER,49,7366
55107,RUSK,2000,PRESIDENT,0,LIBERTARIAN,HARRY BROWNE / ART OLIVIER,27,7366
55107,RUSK,2000,PRESIDENT,0,REPUBLICAN,GEORGE BUSH / DICK CHENEY,3758,7366
55107,RUSK,2000,PRESIDENT,0,SCATTERING,SCATTERING,7,7366
55107,RUSK,2000,PRESIDENT,0,WISCONSIN GREEN,RALPH NADER / WINONA LA DUKE,346,7366
55107,RUSK,2000,US SENATE,0,CONSTITUTION,ROBERT R RAYMOND,27,6962
55107,RUSK,2000,US SENATE,0,DEMOCRATIC,HERBERT H KOHL,4484,6962
55107,RUSK,2000,US SENATE,0,INDEPENDENT,EUGENE A HEM,38,6962
55107,RUSK,2000,US SENATE,0,LIBERTARIAN,TIM PETERSON,58,6962
55107,RUSK,2000,US SENATE,0,REPUBLICAN,JOHN GILLESPIE,2353,6962
55107,RUSK,2000,US SENATE,0,SCATTERING,SCATTERING,2,6962
55107,RUSK,2002,CONGRESS,7,DEMOCRATIC,DAVID R OBEY,4089,5830
55107,RUSK,2002,CONGRESS,7,REPUBLICAN,JOE ROTHBAUER,1741,5830
55107,RUSK,2002,CONGRESS,7,SCATTERING,SCATTERING,0,5830
55107,RUSK,2002,GOVERNOR,0,DEMOCRATIC,JIM DOYLE / BARBARA LAWTON,2305,6020
55107,RUSK,2002,GOVERNOR,0,INDEPENDENT,ALAN D EISENBERG,7,6020
55107,RUSK,2002,GOVERNOR,0,INDEPENDENT 2,TY A BOLLERUD,5,6020
55107,RUSK,2002,GOVERNOR,0,INDEPENDENT 3,MIKE MANGAN,5,6020
55107,RUSK,2002,GOVERNOR,0,INDEPENDENT 4,ANEB JAB RASTA,2,6020
55107,RUSK,2002,GOVERNOR,0,LIBERTARIAN,ED THOMPSON / M REYNOLDS,1345,6020
55107,RUSK,2002,GOVERNOR,0,REPUBLICAN,SCOTT MCCALLUM / MARGARET A FARROW,2208,6020
55107,RUSK,2002,GOVERNOR,0,SCATTERING,SCATTERING,5,6020
55107,RUSK,2002,GOVERNOR,0,WISCONSIN GREEN,JIM YOUNG / JEFF PETERSON,138,6020
55107,RUSK,2004,CONGRESS,7,CONSTITUTION,LARRY OFTEDAHL,231,5745
55107,RUSK,2004,CONGRESS,7,DEMOCRATIC,DAVID R OBEY,5200,5745
55107,RUSK,2004,CONGRESS,7,SCATTERING,SCATTERING,30,5745
55107,RUSK,2004,CONGRESS,7,WISCONSIN GREEN,MIKE MILES,284,5745
55107,RUSK,2004,PRESIDENT,0,DEMOCRATIC,JOHN F KERRY / JOHN EDWARDS,3820,7927
55107,RUSK,2004,PRESIDENT,0,INDEPENDENT,RALPH NADER / PETER MIGUEL CAMEJO,74,7927
55107,RUSK,2004,PRESIDENT,0,INDEPENDENT 2,JAMES HARRIS / MARGARET TROWE,3,7927
55107,RUSK,2004,PRESIDENT,0,INDEPENDENT 3,WALTER F BROWN / MARY ALICE HERBERT,4,7927
55107,RUSK,2004,PRESIDENT,0,LIBERTARIAN,MICHAEL BADNARIK / RICHARD V CAMPAGNA,24,7927
55107,RUSK,2004,PRESIDENT,0,REPUBLICAN,GEORGE W BUSH / DICK CHENEY,3985,7927
55107,RUSK,2004,PRESIDENT,0,SCATTERING,SCATTERING,7,7927
55107,RUSK,2004,PRESIDENT,0,WISCONSIN GREEN,DAVID COBB / PATRICIA LA MARCHE,10,7927
55107,RUSK,2004,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,4415,7809
55107,RUSK,2004,US SENATE,0,INDEPENDENT,EUGENE A HEM,20,7809
55107,RUSK,2004,US SENATE,0,LIBERTARIAN,ARIF KHAN,35,7809
55107,RUSK,2004,US SENATE,0,REPUBLICAN,TIM MICHELS,3337,7809
55107,RUSK,2004,US SENATE,0,SCATTERING,SCATTERING,2,7809
55107,RUSK,2006,CONGRESS,7,DEMOCRATIC,DAVID R OBEY,3775,5680
55107,RUSK,2006,CONGRESS,7,REPUBLICAN,NICK REIG,1772,5680
55107,RUSK,2006,CONGRESS,7,SCATTERING,SCATTERING,3,5680
55107,RUSK,2006,CONGRESS,7,WISCONSIN GREEN,MIKE MILES,130,5680
55107,RUSK,2006,GOVERNOR,0,DEMOCRATIC,JIM DOYLE / BARBARA C LAWTON,2968,5743
55107,RUSK,2006,GOVERNOR,0,REPUBLICAN,MARK GREEN / JEAN HUNDERTMARK,2622,5743
55107,RUSK,2006,GOVERNOR,0,SCATTERING,SCATTERING,9,5743
55107,RUSK,2006,GOVERNOR,0,WISCONSIN GREEN,NELSON EISMAN / LEON TODD,144,5743
55107,RUSK,2006,US SENATE,0,DEMOCRATIC,HERB KOHL,4062,5670
55107,RUSK,2006,US SENATE,0,INDEPENDENT,BEN J GLATZEL,65,5670
55107,RUSK,2006,US SENATE,0,REPUBLICAN,ROBERT GERALD LORGE,1440,5670
55107,RUSK,2006,US SENATE,0,SCATTERING,SCATTERING,4,5670
55107,RUSK,2006,US SENATE,0,WISCONSIN GREEN,RAE VOGELER,99,5670
55107,RUSK,2008,CONGRESS,7,DEMOCRATIC,DAVID R OBEY,4478,7059
55107,RUSK,2008,CONGRESS,7,REPUBLICAN,DAN MIELKE,2578,7059
55107,RUSK,2008,CONGRESS,7,SCATTERING,SCATTERING,3,7059
55107,RUSK,2008,PRESIDENT,0,DEMOCRATIC,BARACK OBAMA / JOE BIDEN,3855,7272
55107,RUSK,2008,PRESIDENT,0,INDEPENDENT,BRIAN MOORE / STEWARD A ALEXANDER,1,7272
55107,RUSK,2008,PRESIDENT,0,INDEPENDENT 2,GLORIA LA RIVA / ROBERT MOSES,1,7272
55107,RUSK,2008,PRESIDENT,0,INDEPENDENT 3,RALPH NADER / MATT GONZALEZ,69,7272
55107,RUSK,2008,PRESIDENT,0,INDEPENDENT 4,CHUCK BALDWIN / DARRELL L CASTLE,22,7272
55107,RUSK,2008,PRESIDENT,0,INDEPENDENT 5,JEFFREY J WAMBOLDT / DAVID J KLIMISCH,5,7272
55107,RUSK,2008,PRESIDENT,0,LIBERTARIAN,BOB BARR / WAYNE A ROOT,36,7272
55107,RUSK,2008,PRESIDENT,0,REPUBLICAN,JOHN MCCAIN / SARAH PALIN,3253,7272
55107,RUSK,2008,PRESIDENT,0,SCATTERING,SCATTERING,18,7272
55107,RUSK,2008,PRESIDENT,0,WISCONSIN GREEN,CYNTHIA MCKINNEY / ROSA CLEMENTE,12,7272
55107,RUSK,2010,CONGRESS,7,DEMOCRATIC,JULIE M LASSA,2358,5379
55107,RUSK,2010,CONGRESS,7,INDEPENDENT,GARY KAUTHER,192,5379
55107,RUSK,2010,CONGRESS,7,REPUBLICAN,SEAN DUFFY,2827,5379
55107,RUSK,2010,CONGRESS,7,SCATTERING,SCATTERING,2,5379
55107,RUSK,2010,GOVERNOR,0,DEMOCRATIC,TOM BARRETT / TOM NELSON,2170,5402
55107,RUSK,2010,GOVERNOR,0,INDEPENDENT,JAMES JAMES,62,5402
55107,RUSK,2010,GOVERNOR,0,INDEPENDENT 2,JIM LANGER,80,5402
55107,RUSK,2010,GOVERNOR,0,LIBERTARIAN,TERRY VIRGIL,43,5402
55107,RUSK,2010,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,3045,5402
55107,RUSK,2010,GOVERNOR,0,SCATTERING,SCATTERING,2,5402
55107,RUSK,2010,GOVERNOR,0,WRITE-IN,HARI TRIVEDI,0,5402
55107,RUSK,2010,GOVERNOR,0,WRITE-IN 2,LESLIE ERVIN SMETAK / DAVID MYRON SMETAK,0,5402
55107,RUSK,2010,GOVERNOR,0,WRITE-IN 3,PATRICIA MESSICCI,0,5402
55107,RUSK,2010,STATE ASSEMBLY,87,DEMOCRATIC,DANA SCHULTZ,2162,5399
55107,RUSK,2010,STATE ASSEMBLY,87,INDEPENDENT,FRANK RUTHERFORD,177,5399
55107,RUSK,2010,STATE ASSEMBLY,87,REPUBLICAN,MARY WILLIAMS,3057,5399
55107,RUSK,2010,STATE ASSEMBLY,87,SCATTERING,SCATTERING,3,5399
55107,RUSK,2010,STATE SENATE,29,DEMOCRATIC,RUSS DECKER,2692,5339
55107,RUSK,2010,STATE SENATE,29,REPUBLICAN,PAM GALLOWAY,2643,5339
55107,RUSK,2010,STATE SENATE,29,SCATTERING,SCATTERING,4,5339
55107,RUSK,2010,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,2363,5471
55107,RUSK,2010,US SENATE,0,INDEPENDENT,ROB TAYLOR,118,5471
55107,RUSK,2010,US SENATE,0,REPUBLICAN,RON JOHNSON,2988,5471
55107,RUSK,2010,US SENATE,0,SCATTERING,SCATTERING,2,5471
55107,RUSK,2010,US SENATE,0,WRITE-IN,"ERRNEST J PAGELS, JR",0,5471
55107,RUSK,2010,US SENATE,0,WRITE-IN 2,MICHAEL D LAFOREST,0,5471
55107,RUSK,2012,CONGRESS,7,DEMOCRATIC,PAT KREITLOW,3217,6832
55107,RUSK,2012,CONGRESS,7,REPUBLICAN,SEAN DUFFY,3611,6832
55107,RUSK,2012,CONGRESS,7,SCATTERING,SCATTERING,4,6832
55107,RUSK,2012,CONGRESS,7,WRITE-IN,DALE C LEHNER,0,6832
55107,RUSK,2012,GOVERNOR,0,DEMOCRATIC,TOM BARRETT,2167,5954
55107,RUSK,2012,GOVERNOR,0,INDEPENDENT,HARI TRIVEDI,60,5954
55107,RUSK,2012,GOVERNOR,0,REPUBLICAN,SCOTT WALKER,3722,5954
55107,RUSK,2012,GOVERNOR,0,SCATTERING,SCATTERING,5,5954
55107,RUSK,2012,PRESIDENT,0,CONSTITUTION,VIRGIL GOODE / JIM CLYMER,23,7191
55107,RUSK,2012,PRESIDENT,0,DEMOCRATIC,BARACK OBAMA / JOE BIDEN,3397,7191
55107,RUSK,2012,PRESIDENT,0,INDEPENDENT,GARY JOHNSON / JAMES P GRAY,52,7191
55107,RUSK,2012,PRESIDENT,0,INDEPENDENT 2,"GLORIA LA RIVA / FILBERTO RAMIREZ, JR",5,7191
55107,RUSK,2012,PRESIDENT,0,INDEPENDENT 3,JERRY WHITE / PHYLLIS SCHERRER,2,7191
55107,RUSK,2012,PRESIDENT,0,INDEPENDENT 4,JILL STEIN / BEN MANSKI,25,7191
55107,RUSK,2012,PRESIDENT,0,REPUBLICAN,MITT ROMNEY / PAUL RYAN,3676,7191
55107,RUSK,2012,PRESIDENT,0,SCATTERING,SCATTERING,11,7191
55107,RUSK,2012,PRESIDENT,0,WRITE-IN,ROSS C ROCKY ANDERSON / LUIS J RODRIGUEZ,0,7191
55107,RUSK,2012,PRESIDENT,0,WRITE-IN 2,ROSEANNE BARR / CINDY LEE SHEEHAN,0,7191
55107,RUSK,2012,STATE ASSEMBLY,87,DEMOCRATIC,ELIZABETH RILEY,3061,6981
55107,RUSK,2012,STATE ASSEMBLY,87,REPUBLICAN,MARY WILLIAMS,3913,6981
55107,RUSK,2012,STATE ASSEMBLY,87,SCATTERING,SCATTERING,7,6981
55107,RUSK,2012,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,3298,7043
55107,RUSK,2012,US SENATE,0,INDEPENDENT,JOSEPH KEXEL,242,7043
55107,RUSK,2012,US SENATE,0,INDEPENDENT 2,"NIMROD Y U ALLEN, III",103,7043
55107,RUSK,2012,US SENATE,0,REPUBLICAN,TOMMY G THOMPSON,3393,7043
55107,RUSK,2012,US SENATE,0,SCATTERING,SCATTERING,7,7043
55107,RUSK,2012,US SENATE,0,WRITE-IN,RILEY J HOOD,0,7043
55107,RUSK,2012,US SENATE,0,WRITE-IN 2,DIANE E LORBIECKI,0,7043
55107,RUSK,2014,CONGRESS,7,DEMOCRATIC,KELLY WESTLUND,2174,5788
55107,RUSK,2014,CONGRESS,7,INDEPENDENT,LAWRENCE DALE,90,5788
55107,RUSK,2014,CONGRESS,7,REPUBLICAN,SEAN DUFFY,3523,5788
55107,RUSK,2014,CONGRESS,7,SCATTERING,SCATTERING,0,5788
55107,RUSK,2014,CONGRESS,7,WRITE-IN,ROB TAYLOR,1,5788
55107,RUSK,2014,CONGRESS,7,WRITE-IN 2,JOHN SCHIESS,0,5788
55107,RUSK,2014,GOVERNOR,0,DEMOCRATIC,MARY BURKE / JOHN LEHMAN,2286,5888
55107,RUSK,2014,GOVERNOR,0,INDEPENDENT,DENNIS FEHR,30,5888
55107,RUSK,2014,GOVERNOR,0,INDEPENDENT 2,ROBERT BURKE / JOSEPH M BROST,70,5888
55107,RUSK,2014,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,3502,5888
55107,RUSK,2014,GOVERNOR,0,SCATTERING,SCATTERING,0,5888
55107,RUSK,2014,GOVERNOR,0,WRITE-IN,MARY JO WALTERS,0,5888
55107,RUSK,2014,GOVERNOR,0,WRITE-IN 2,STEVE R EVANS,0,5888
55107,RUSK,2014,GOVERNOR,0,WRITE-IN 3,JUMOKA A JOHNSON,0,5888
55107,RUSK,2014,GOVERNOR,0,WRITE-IN 4,BRETT D HULSEY,0,5888
55107,RUSK,2014,GOVERNOR,0,WRITE-IN 5,JESSICA NICOLE PERRY,0,5888
55107,RUSK,2014,GOVERNOR,0,WRITE-IN 6,SUSAN P RESCH,0,5888
55107,RUSK,2014,STATE ASSEMBLY,87,DEMOCRATIC,RICHARD PULCHER,1711,5766
