county,municipality,ctv,reporting_unit,year,office,district,party,candidate,votes
Pierce,Spring Lake,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,270
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,266
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,3
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Trenton,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,246
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,262
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,11
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Trimbelle,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Pierce,Union,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,71
Pierce,Union,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,95
Pierce,Union,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Pierce,Union,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Pierce,Union,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,Union,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Pierce,Union,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Union,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Pierce,Union,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,55
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,50
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,4
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,2
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Bay City,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,424
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,378
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,31
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Independent,Alan D Eisenberg,2
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Independent 2,Ty A Bollerud,3
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Independent 3,Mike Mangan,2
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Ellsworth,Village,Wards 1 - 4,2002,governor,NA,Scattering,Scattering,0
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,165
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,69
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Elmwood,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,26
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,19
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,1
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,2
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Maiden Rock,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,116
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,77
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,4
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,10
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Plum City,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,227
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,126
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,2
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,Spring Valley,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,723
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,590
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,23
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,30
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Independent,Alan D Eisenberg,3
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Independent 2,Ty A Bollerud,4
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Independent 3,Mike Mangan,4
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Pierce,Prescott,City,Wards 1 - 4,2002,governor,NA,Scattering,Scattering,3
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,187
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,115
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,10
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Independent,Alan D Eisenberg,1
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Independent 2,Ty A Bollerud,4
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Independent 3,Mike Mangan,1
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,River Falls,City,Wards 3 & 4,2002,governor,NA,Scattering,Scattering,1
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,445
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,378
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,29
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,21
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Independent,Alan D Eisenberg,0
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Independent 2,Ty A Bollerud,2
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Pierce,River Falls,City,Wards 5 - 7,2002,governor,NA,Scattering,Scattering,0
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,277
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,175
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,33
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,40
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Independent,Alan D Eisenberg,2
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Independent 2,Ty A Bollerud,4
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Independent 4,Aneb Jab Rasta,2
Pierce,River Falls,City,Wards 8 - 10,2002,governor,NA,Scattering,Scattering,1
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,422
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,328
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,28
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Independent,Alan D Eisenberg,1
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Independent 2,Ty A Bollerud,1
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Independent 3,Mike Mangan,0
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Pierce,River Falls,City,Wards 11 & 12,2002,governor,NA,Scattering,Scattering,0
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,375
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,430
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,12
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,18
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,3
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,1
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Alden,Town,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,185
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,187
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,3
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Apple River,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,209
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,302
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,9
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,14
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,2
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Balsam Lake,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Beaver,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,127
Polk,Beaver,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,105
Polk,Beaver,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,0
Polk,Beaver,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,6
Polk,Beaver,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Beaver,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Polk,Beaver,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Beaver,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Beaver,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,165
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,218
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,7
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Black Brook,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,166
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,132
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,12
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Bone Lake,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,114
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,74
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,13
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Clam Falls,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Clayton,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,165
Polk,Clayton,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,108
Polk,Clayton,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,10
Polk,Clayton,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,6
Polk,Clayton,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Clayton,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Clayton,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Clayton,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Clayton,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,91
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,129
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,19
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Clear Lake,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,208
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,301
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,13
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,17
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,1
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Eureka,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,185
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,302
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,19
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,22
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Farmington,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,235
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,264
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,25
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,2
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Garfield,Town,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,179
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,119
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,26
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,8
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,2
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Georgetown,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,84
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,81
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,4
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Johnstown,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Laketown,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,212
Polk,Laketown,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,208
Polk,Laketown,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
Polk,Laketown,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,7
Polk,Laketown,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Laketown,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Laketown,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,Laketown,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Polk,Laketown,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,377
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,413
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,14
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,28
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Independent 2,Ty A Bollerud,1
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Lincoln,Town,Wards 1 - 4,2002,governor,NA,Scattering,Scattering,0
Polk,Lorain,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,32
Polk,Lorain,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,51
Polk,Lorain,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,4
Polk,Lorain,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,5
Polk,Lorain,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Lorain,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
