county,municipality,ctv,reporting_unit,year,office,district,party,candidate,votes
Polk,Lorain,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Lorain,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Lorain,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,227
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,128
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,19
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,13
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Luck,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,McKinley,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,70
Polk,McKinley,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,81
Polk,McKinley,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Polk,McKinley,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,3
Polk,McKinley,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,McKinley,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,McKinley,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,McKinley,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,McKinley,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,201
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,172
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,12
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Milltown,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,327
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,423
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,17
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,37
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Independent 2,Ty A Bollerud,3
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Osceola,Town,Wards 1 - 4,2002,governor,NA,Scattering,Scattering,1
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,163
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,245
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,13
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,13
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,St Croix Falls,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Sterling,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,94
Polk,Sterling,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,123
Polk,Sterling,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Polk,Sterling,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,3
Polk,Sterling,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,4
Polk,Sterling,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Sterling,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Sterling,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Sterling,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,127
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,122
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,3
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,West Sweden,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,184
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,157
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,10
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Balsam Lake,Village,Ward 1,2002,governor,NA,Scattering,Scattering,1
Polk,Centuria,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,123
Polk,Centuria,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,100
Polk,Centuria,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Polk,Centuria,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,3
Polk,Centuria,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Centuria,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Centuria,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Centuria,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Centuria,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Clayton,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,70
Polk,Clayton,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,36
Polk,Clayton,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Polk,Clayton,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,4
Polk,Clayton,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,2
Polk,Clayton,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Clayton,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Clayton,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Clayton,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,178
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,140
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,11
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Clear Lake,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Dresser,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,124
Polk,Dresser,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,120
Polk,Dresser,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Polk,Dresser,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,11
Polk,Dresser,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Dresser,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Polk,Dresser,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Dresser,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Dresser,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,231
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,165
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,7
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Frederic,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,263
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,164
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,4
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,2
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Luck,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,1
Polk,Milltown,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,146
Polk,Milltown,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,78
Polk,Milltown,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Polk,Milltown,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,2
Polk,Milltown,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Milltown,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Milltown,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Milltown,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Milltown,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,358
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,311
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,27
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,4
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,1
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Osceola,Village,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,6
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,2
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,1
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,1
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Turtle Lake,Village,Ward 2,2002,governor,NA,Scattering,Scattering,0
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,233
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,178
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,11
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,0
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Amery,City,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,297
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,214
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Independent 3,Mike Mangan,0
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,Amery,City,Wards 4 & 5,2002,governor,NA,Scattering,Scattering,0
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,370
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,406
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,20
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,10
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,1
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,1
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Polk,St Croix Falls,City,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Portage,Alban,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,197
Portage,Alban,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,81
Portage,Alban,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Portage,Alban,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,44
Portage,Alban,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Portage,Alban,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Portage,Alban,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Portage,Alban,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Alban,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Portage,Almond,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,118
Portage,Almond,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,80
Portage,Almond,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,9
Portage,Almond,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,44
Portage,Almond,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Portage,Almond,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Almond,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,1
Portage,Almond,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Almond,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,244
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,192
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,10
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,97
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Amherst,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Portage,Belmont,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,99
Portage,Belmont,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,89
Portage,Belmont,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Portage,Belmont,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,36
Portage,Belmont,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Portage,Belmont,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Belmont,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Portage,Belmont,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Belmont,Town,Ward 1,2002,governor,NA,Scattering,Scattering,1
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,199
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,107
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,13
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,71
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Buena Vista,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,257
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,161
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,18
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,60
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,1
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Carson,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Portage,Dewey,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,182
Portage,Dewey,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,129
Portage,Dewey,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,9
Portage,Dewey,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,63
Portage,Dewey,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Portage,Dewey,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Dewey,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Portage,Dewey,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Dewey,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,154
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,129
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,55
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Portage,Eau Pleine,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,189
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,148
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,90
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Portage,Grant,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
