county,county_fips,mcd_fips,municipality,ctv,year,office,party,candidate,votes,total_votes
MONROE,55081,5508187550,WILTON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,34,75
MONROE,55081,5508187550,WILTON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,75
MONROE,55081,5508187550,WILTON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,57,108
MONROE,55081,5508187550,WILTON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,51,108
MONROE,55081,5508187550,WILTON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,108
MONROE,55081,5508187550,WILTON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,106,153
MONROE,55081,5508187550,WILTON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,47,153
MONROE,55081,5508187550,WILTON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,153
MONROE,55081,5508187550,WILTON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,130,197
MONROE,55081,5508187550,WILTON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,67,197
MONROE,55081,5508187550,WILTON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,197
MONROE,55081,5508187550,WILTON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,50,94
MONROE,55081,5508187550,WILTON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,44,94
MONROE,55081,5508187550,WILTON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,94
MONROE,55081,5508189275,WYEVILLE,V,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,16,20
MONROE,55081,5508189275,WYEVILLE,V,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,4,20
MONROE,55081,5508189275,WYEVILLE,V,2000,SUPREME COURT,SCATTERING,SCATTERING,0,20
MONROE,55081,5508189275,WYEVILLE,V,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",21,21
MONROE,55081,5508189275,WYEVILLE,V,2001,SUPREME COURT,SCATTERING,SCATTERING,0,21
MONROE,55081,5508189275,WYEVILLE,V,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,20,32
MONROE,55081,5508189275,WYEVILLE,V,2003,SUPREME COURT,LIBERAL,ED BRUNNER,12,32
MONROE,55081,5508189275,WYEVILLE,V,2003,SUPREME COURT,SCATTERING,SCATTERING,0,32
MONROE,55081,5508189275,WYEVILLE,V,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,13,13
MONROE,55081,5508189275,WYEVILLE,V,2005,SUPREME COURT,SCATTERING,SCATTERING,0,13
MONROE,55081,5508189275,WYEVILLE,V,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,10,10
MONROE,55081,5508189275,WYEVILLE,V,2006,SUPREME COURT,SCATTERING,SCATTERING,0,10
MONROE,55081,5508189275,WYEVILLE,V,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,12,16
MONROE,55081,5508189275,WYEVILLE,V,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,4,16
MONROE,55081,5508189275,WYEVILLE,V,2007,SUPREME COURT,SCATTERING,SCATTERING,0,16
MONROE,55081,5508189275,WYEVILLE,V,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,10,14
MONROE,55081,5508189275,WYEVILLE,V,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,4,14
MONROE,55081,5508189275,WYEVILLE,V,2008,SUPREME COURT,SCATTERING,SCATTERING,0,14
MONROE,55081,5508189275,WYEVILLE,V,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,11,20
MONROE,55081,5508189275,WYEVILLE,V,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,9,20
MONROE,55081,5508189275,WYEVILLE,V,2009,SUPREME COURT,SCATTERING,SCATTERING,0,20
MONROE,55081,5508189275,WYEVILLE,V,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",14,29
MONROE,55081,5508189275,WYEVILLE,V,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,15,29
MONROE,55081,5508189275,WYEVILLE,V,2011,SUPREME COURT,SCATTERING,SCATTERING,0,29
MONROE,55081,5508189275,WYEVILLE,V,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,12,21
MONROE,55081,5508189275,WYEVILLE,V,2013,SUPREME COURT,LIBERAL,ED FALLONE,8,21
MONROE,55081,5508189275,WYEVILLE,V,2013,SUPREME COURT,SCATTERING,SCATTERING,1,21
MONROE,55081,5508189275,WYEVILLE,V,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,7,17
MONROE,55081,5508189275,WYEVILLE,V,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,10,17
MONROE,55081,5508189275,WYEVILLE,V,2015,SUPREME COURT,SCATTERING,SCATTERING,0,17
MONROE,55081,5508189275,WYEVILLE,V,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,30,49
MONROE,55081,5508189275,WYEVILLE,V,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,19,49
MONROE,55081,5508189275,WYEVILLE,V,2016,SUPREME COURT,SCATTERING,SCATTERING,0,49
MONROE,55081,5508189275,WYEVILLE,V,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,19,19
MONROE,55081,5508189275,WYEVILLE,V,2017,SUPREME COURT,SCATTERING,SCATTERING,0,19
MONROE,55081,5508189275,WYEVILLE,V,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,10,21
MONROE,55081,5508189275,WYEVILLE,V,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,11,21
MONROE,55081,5508189275,WYEVILLE,V,2018,SUPREME COURT,SCATTERING,SCATTERING,0,21
MONROE,55081,5508189275,WYEVILLE,V,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,14,26
MONROE,55081,5508189275,WYEVILLE,V,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,12,26
MONROE,55081,5508189275,WYEVILLE,V,2019,SUPREME COURT,SCATTERING,SCATTERING,0,26
MONROE,55081,5508189275,WYEVILLE,V,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,14,35
MONROE,55081,5508189275,WYEVILLE,V,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,21,35
MONROE,55081,5508189275,WYEVILLE,V,2020,SUPREME COURT,SCATTERING,SCATTERING,0,35
MONROE,55081,5508189275,WYEVILLE,V,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,26,45
MONROE,55081,5508189275,WYEVILLE,V,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,18,45
MONROE,55081,5508189275,WYEVILLE,V,2023,SUPREME COURT,SCATTERING,SCATTERING,1,45
MONROE,55081,5508189275,WYEVILLE,V,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,33,57
MONROE,55081,5508189275,WYEVILLE,V,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,24,57
MONROE,55081,5508189275,WYEVILLE,V,2025,SUPREME COURT,SCATTERING,SCATTERING,0,57
MONROE,55081,5508189275,WYEVILLE,V,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,20,39
MONROE,55081,5508189275,WYEVILLE,V,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,19,39
MONROE,55081,5508189275,WYEVILLE,V,2026,SUPREME COURT,SCATTERING,SCATTERING,0,39
OCONTO,55083,5508300175,ABRAMS,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,307,446
OCONTO,55083,5508300175,ABRAMS,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,138,446
OCONTO,55083,5508300175,ABRAMS,T,2000,SUPREME COURT,SCATTERING,SCATTERING,1,446
OCONTO,55083,5508300175,ABRAMS,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",320,322
OCONTO,55083,5508300175,ABRAMS,T,2001,SUPREME COURT,SCATTERING,SCATTERING,2,322
OCONTO,55083,5508300175,ABRAMS,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,136,245
OCONTO,55083,5508300175,ABRAMS,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,108,245
OCONTO,55083,5508300175,ABRAMS,T,2003,SUPREME COURT,SCATTERING,SCATTERING,1,245
OCONTO,55083,5508300175,ABRAMS,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,108,108
OCONTO,55083,5508300175,ABRAMS,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,108
OCONTO,55083,5508300175,ABRAMS,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,53,53
OCONTO,55083,5508300175,ABRAMS,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,53
OCONTO,55083,5508300175,ABRAMS,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,253,389
OCONTO,55083,5508300175,ABRAMS,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,135,389
OCONTO,55083,5508300175,ABRAMS,T,2007,SUPREME COURT,SCATTERING,SCATTERING,1,389
OCONTO,55083,5508300175,ABRAMS,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,108,177
OCONTO,55083,5508300175,ABRAMS,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,68,177
OCONTO,55083,5508300175,ABRAMS,T,2008,SUPREME COURT,SCATTERING,SCATTERING,1,177
OCONTO,55083,5508300175,ABRAMS,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,81,188
OCONTO,55083,5508300175,ABRAMS,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,107,188
OCONTO,55083,5508300175,ABRAMS,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,188
OCONTO,55083,5508300175,ABRAMS,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",224,406
OCONTO,55083,5508300175,ABRAMS,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,182,406
OCONTO,55083,5508300175,ABRAMS,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,406
OCONTO,55083,5508300175,ABRAMS,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,175,256
OCONTO,55083,5508300175,ABRAMS,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,81,256
OCONTO,55083,5508300175,ABRAMS,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,256
OCONTO,55083,5508300175,ABRAMS,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,128,317
OCONTO,55083,5508300175,ABRAMS,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,189,317
OCONTO,55083,5508300175,ABRAMS,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,317
OCONTO,55083,5508300175,ABRAMS,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,421,666
OCONTO,55083,5508300175,ABRAMS,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,245,666
OCONTO,55083,5508300175,ABRAMS,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,666
OCONTO,55083,5508300175,ABRAMS,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,235,235
OCONTO,55083,5508300175,ABRAMS,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,235
OCONTO,55083,5508300175,ABRAMS,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,134,236
OCONTO,55083,5508300175,ABRAMS,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,102,236
OCONTO,55083,5508300175,ABRAMS,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,236
OCONTO,55083,5508300175,ABRAMS,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,253,399
OCONTO,55083,5508300175,ABRAMS,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,146,399
OCONTO,55083,5508300175,ABRAMS,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,399
OCONTO,55083,5508300175,ABRAMS,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,331,550
OCONTO,55083,5508300175,ABRAMS,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,219,550
OCONTO,55083,5508300175,ABRAMS,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,550
OCONTO,55083,5508300175,ABRAMS,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,460,718
OCONTO,55083,5508300175,ABRAMS,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,256,718
OCONTO,55083,5508300175,ABRAMS,T,2023,SUPREME COURT,SCATTERING,SCATTERING,2,718
OCONTO,55083,5508300175,ABRAMS,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,689,1008
OCONTO,55083,5508300175,ABRAMS,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,317,1008
OCONTO,55083,5508300175,ABRAMS,T,2025,SUPREME COURT,SCATTERING,SCATTERING,2,1008
OCONTO,55083,5508300175,ABRAMS,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,323,567
OCONTO,55083,5508300175,ABRAMS,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,244,567
OCONTO,55083,5508300175,ABRAMS,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,567
OCONTO,55083,5508304275,BAGLEY,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,38,60
OCONTO,55083,5508304275,BAGLEY,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,22,60
OCONTO,55083,5508304275,BAGLEY,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,60
OCONTO,55083,5508304275,BAGLEY,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",60,60
OCONTO,55083,5508304275,BAGLEY,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,60
OCONTO,55083,5508304275,BAGLEY,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,34,62
OCONTO,55083,5508304275,BAGLEY,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,28,62
OCONTO,55083,5508304275,BAGLEY,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,62
OCONTO,55083,5508304275,BAGLEY,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,39,39
OCONTO,55083,5508304275,BAGLEY,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,39
OCONTO,55083,5508304275,BAGLEY,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,32,32
OCONTO,55083,5508304275,BAGLEY,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,32
OCONTO,55083,5508304275,BAGLEY,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,47,63
OCONTO,55083,5508304275,BAGLEY,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,16,63
OCONTO,55083,5508304275,BAGLEY,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,63
OCONTO,55083,5508304275,BAGLEY,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,29,42
OCONTO,55083,5508304275,BAGLEY,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,13,42
OCONTO,55083,5508304275,BAGLEY,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,42
OCONTO,55083,5508304275,BAGLEY,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,21,61
OCONTO,55083,5508304275,BAGLEY,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,40,61
OCONTO,55083,5508304275,BAGLEY,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,61
OCONTO,55083,5508304275,BAGLEY,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",69,113
OCONTO,55083,5508304275,BAGLEY,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,44,113
OCONTO,55083,5508304275,BAGLEY,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,113
OCONTO,55083,5508304275,BAGLEY,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,45,62
OCONTO,55083,5508304275,BAGLEY,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,17,62
OCONTO,55083,5508304275,BAGLEY,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,62
OCONTO,55083,5508304275,BAGLEY,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,44,87
OCONTO,55083,5508304275,BAGLEY,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,43,87
OCONTO,55083,5508304275,BAGLEY,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,87
OCONTO,55083,5508304275,BAGLEY,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,110,149
OCONTO,55083,5508304275,BAGLEY,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,39,149
OCONTO,55083,5508304275,BAGLEY,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,149
OCONTO,55083,5508304275,BAGLEY,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,55,55
OCONTO,55083,5508304275,BAGLEY,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,55
OCONTO,55083,5508304275,BAGLEY,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,34,57
OCONTO,55083,5508304275,BAGLEY,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,23,57
OCONTO,55083,5508304275,BAGLEY,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,57
OCONTO,55083,5508304275,BAGLEY,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,77,94
OCONTO,55083,5508304275,BAGLEY,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,17,94
OCONTO,55083,5508304275,BAGLEY,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,94
OCONTO,55083,5508304275,BAGLEY,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,68,95
OCONTO,55083,5508304275,BAGLEY,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,27,95
OCONTO,55083,5508304275,BAGLEY,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,95
OCONTO,55083,5508304275,BAGLEY,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,99,120
OCONTO,55083,5508304275,BAGLEY,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,21,120
OCONTO,55083,5508304275,BAGLEY,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,120
OCONTO,55083,5508304275,BAGLEY,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,120,144
OCONTO,55083,5508304275,BAGLEY,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,24,144
OCONTO,55083,5508304275,BAGLEY,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,144
OCONTO,55083,5508304275,BAGLEY,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,67,89
OCONTO,55083,5508304275,BAGLEY,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,22,89
OCONTO,55083,5508304275,BAGLEY,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,89
OCONTO,55083,5508309375,BRAZEAU,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,138,195
OCONTO,55083,5508309375,BRAZEAU,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,55,195
OCONTO,55083,5508309375,BRAZEAU,T,2000,SUPREME COURT,SCATTERING,SCATTERING,2,195
OCONTO,55083,5508309375,BRAZEAU,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",256,256
OCONTO,55083,5508309375,BRAZEAU,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,256
OCONTO,55083,5508309375,BRAZEAU,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,68,141
OCONTO,55083,5508309375,BRAZEAU,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,73,141
OCONTO,55083,5508309375,BRAZEAU,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,141
OCONTO,55083,5508309375,BRAZEAU,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,88,89
OCONTO,55083,5508309375,BRAZEAU,T,2005,SUPREME COURT,SCATTERING,SCATTERING,1,89
OCONTO,55083,5508309375,BRAZEAU,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,101,101
OCONTO,55083,5508309375,BRAZEAU,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,101
OCONTO,55083,5508309375,BRAZEAU,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,83,135
OCONTO,55083,5508309375,BRAZEAU,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,52,135
OCONTO,55083,5508309375,BRAZEAU,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,135
OCONTO,55083,5508309375,BRAZEAU,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,106,174
OCONTO,55083,5508309375,BRAZEAU,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,68,174
OCONTO,55083,5508309375,BRAZEAU,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,174
OCONTO,55083,5508309375,BRAZEAU,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,138,343
OCONTO,55083,5508309375,BRAZEAU,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,205,343
OCONTO,55083,5508309375,BRAZEAU,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,343
OCONTO,55083,5508309375,BRAZEAU,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",348,542
OCONTO,55083,5508309375,BRAZEAU,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,194,542
OCONTO,55083,5508309375,BRAZEAU,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,542
OCONTO,55083,5508309375,BRAZEAU,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,287,445
OCONTO,55083,5508309375,BRAZEAU,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,158,445
OCONTO,55083,5508309375,BRAZEAU,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,445
OCONTO,55083,5508309375,BRAZEAU,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,130,266
OCONTO,55083,5508309375,BRAZEAU,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,136,266
OCONTO,55083,5508309375,BRAZEAU,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,266
OCONTO,55083,5508309375,BRAZEAU,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,368,552
OCONTO,55083,5508309375,BRAZEAU,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,184,552
OCONTO,55083,5508309375,BRAZEAU,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,552
OCONTO,55083,5508309375,BRAZEAU,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,163,163
OCONTO,55083,5508309375,BRAZEAU,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,163
OCONTO,55083,5508309375,BRAZEAU,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,211,343
OCONTO,55083,5508309375,BRAZEAU,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,131,343
OCONTO,55083,5508309375,BRAZEAU,T,2018,SUPREME COURT,SCATTERING,SCATTERING,1,343
OCONTO,55083,5508309375,BRAZEAU,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,266,382
OCONTO,55083,5508309375,BRAZEAU,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,116,382
OCONTO,55083,5508309375,BRAZEAU,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,382
OCONTO,55083,5508309375,BRAZEAU,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,264,393
OCONTO,55083,5508309375,BRAZEAU,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,129,393
OCONTO,55083,5508309375,BRAZEAU,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,393
OCONTO,55083,5508309375,BRAZEAU,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,358,512
OCONTO,55083,5508309375,BRAZEAU,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,154,512
OCONTO,55083,5508309375,BRAZEAU,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,512
OCONTO,55083,5508309375,BRAZEAU,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,468,652
OCONTO,55083,5508309375,BRAZEAU,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,184,652
OCONTO,55083,5508309375,BRAZEAU,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,652
OCONTO,55083,5508309375,BRAZEAU,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,257,389
OCONTO,55083,5508309375,BRAZEAU,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,132,389
OCONTO,55083,5508309375,BRAZEAU,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,389
OCONTO,55083,5508309425,BREED,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,67,97
OCONTO,55083,5508309425,BREED,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,30,97
OCONTO,55083,5508309425,BREED,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,97
OCONTO,55083,5508309425,BREED,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",133,133
OCONTO,55083,5508309425,BREED,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,133
OCONTO,55083,5508309425,BREED,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,147,262
OCONTO,55083,5508309425,BREED,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,115,262
OCONTO,55083,5508309425,BREED,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,262
OCONTO,55083,5508309425,BREED,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,99,99
OCONTO,55083,5508309425,BREED,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,99
OCONTO,55083,5508309425,BREED,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,27,27
OCONTO,55083,5508309425,BREED,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,27
OCONTO,55083,5508309425,BREED,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,100,148
OCONTO,55083,5508309425,BREED,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,48,148
OCONTO,55083,5508309425,BREED,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,148
OCONTO,55083,5508309425,BREED,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,51,81
