muni_fips,municipality,ctv,muni_label,year,office,party,candidate,votes,total_votes
5539525,KIEL,C,C KIEL,2019,SUPREME COURT,SCATTERING,SCATTERING,1,766
5539525,KIEL,C,C KIEL,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,585,1039
5539525,KIEL,C,C KIEL,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,452,1039
5539525,KIEL,C,C KIEL,2020,SUPREME COURT,SCATTERING,SCATTERING,2,1039
5539525,KIEL,C,C KIEL,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,726,1309
5539525,KIEL,C,C KIEL,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,579,1309
5539525,KIEL,C,C KIEL,2023,SUPREME COURT,SCATTERING,SCATTERING,4,1309
5539525,KIEL,C,C KIEL,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,944,1629
5539525,KIEL,C,C KIEL,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,685,1629
5539525,KIEL,C,C KIEL,2025,SUPREME COURT,SCATTERING,SCATTERING,0,1629
5539525,KIEL,C,C KIEL,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,522,1014
5539525,KIEL,C,C KIEL,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,492,1014
5539525,KIEL,C,C KIEL,2026,SUPREME COURT,SCATTERING,SCATTERING,0,1014
5539575,KILDARE,T,T KILDARE (JUNEAU),2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,51,87
5539575,KILDARE,T,T KILDARE (JUNEAU),2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,36,87
5539575,KILDARE,T,T KILDARE (JUNEAU),2000,SUPREME COURT,SCATTERING,SCATTERING,0,87
5539575,KILDARE,T,T KILDARE (JUNEAU),2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",27,27
5539575,KILDARE,T,T KILDARE (JUNEAU),2001,SUPREME COURT,SCATTERING,SCATTERING,0,27
5539575,KILDARE,T,T KILDARE (JUNEAU),2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,56,109
5539575,KILDARE,T,T KILDARE (JUNEAU),2003,SUPREME COURT,LIBERAL,ED BRUNNER,53,109
5539575,KILDARE,T,T KILDARE (JUNEAU),2003,SUPREME COURT,SCATTERING,SCATTERING,0,109
5539575,KILDARE,T,T KILDARE (JUNEAU),2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,93,93
5539575,KILDARE,T,T KILDARE (JUNEAU),2005,SUPREME COURT,SCATTERING,SCATTERING,0,93
5539575,KILDARE,T,T KILDARE (JUNEAU),2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,39,39
5539575,KILDARE,T,T KILDARE (JUNEAU),2006,SUPREME COURT,SCATTERING,SCATTERING,0,39
5539575,KILDARE,T,T KILDARE (JUNEAU),2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,61,96
5539575,KILDARE,T,T KILDARE (JUNEAU),2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,34,96
5539575,KILDARE,T,T KILDARE (JUNEAU),2007,SUPREME COURT,SCATTERING,SCATTERING,1,96
5539575,KILDARE,T,T KILDARE (JUNEAU),2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,43,76
5539575,KILDARE,T,T KILDARE (JUNEAU),2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,33,76
5539575,KILDARE,T,T KILDARE (JUNEAU),2008,SUPREME COURT,SCATTERING,SCATTERING,0,76
5539575,KILDARE,T,T KILDARE (JUNEAU),2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,42,114
5539575,KILDARE,T,T KILDARE (JUNEAU),2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,72,114
5539575,KILDARE,T,T KILDARE (JUNEAU),2009,SUPREME COURT,SCATTERING,SCATTERING,0,114
5539575,KILDARE,T,T KILDARE (JUNEAU),2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",77,156
5539575,KILDARE,T,T KILDARE (JUNEAU),2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,79,156
5539575,KILDARE,T,T KILDARE (JUNEAU),2011,SUPREME COURT,SCATTERING,SCATTERING,0,156
5539575,KILDARE,T,T KILDARE (JUNEAU),2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,41,69
5539575,KILDARE,T,T KILDARE (JUNEAU),2013,SUPREME COURT,LIBERAL,ED FALLONE,28,69
5539575,KILDARE,T,T KILDARE (JUNEAU),2013,SUPREME COURT,SCATTERING,SCATTERING,0,69
5539575,KILDARE,T,T KILDARE (JUNEAU),2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,47,113
5539575,KILDARE,T,T KILDARE (JUNEAU),2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,66,113
5539575,KILDARE,T,T KILDARE (JUNEAU),2015,SUPREME COURT,SCATTERING,SCATTERING,0,113
5539575,KILDARE,T,T KILDARE (JUNEAU),2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,119,212
5539575,KILDARE,T,T KILDARE (JUNEAU),2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,93,212
5539575,KILDARE,T,T KILDARE (JUNEAU),2016,SUPREME COURT,SCATTERING,SCATTERING,0,212
5539575,KILDARE,T,T KILDARE (JUNEAU),2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,49,49
5539575,KILDARE,T,T KILDARE (JUNEAU),2017,SUPREME COURT,SCATTERING,SCATTERING,0,49
5539575,KILDARE,T,T KILDARE (JUNEAU),2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,62,109
5539575,KILDARE,T,T KILDARE (JUNEAU),2018,SUPREME COURT,LIBERAL,REBECCA DALLET,47,109
5539575,KILDARE,T,T KILDARE (JUNEAU),2018,SUPREME COURT,SCATTERING,SCATTERING,0,109
5539575,KILDARE,T,T KILDARE (JUNEAU),2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,82,131
5539575,KILDARE,T,T KILDARE (JUNEAU),2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,49,131
5539575,KILDARE,T,T KILDARE (JUNEAU),2019,SUPREME COURT,SCATTERING,SCATTERING,0,131
5539575,KILDARE,T,T KILDARE (JUNEAU),2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,102,176
5539575,KILDARE,T,T KILDARE (JUNEAU),2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,74,176
5539575,KILDARE,T,T KILDARE (JUNEAU),2020,SUPREME COURT,SCATTERING,SCATTERING,0,176
5539575,KILDARE,T,T KILDARE (JUNEAU),2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,116,200
5539575,KILDARE,T,T KILDARE (JUNEAU),2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,84,200
5539575,KILDARE,T,T KILDARE (JUNEAU),2023,SUPREME COURT,SCATTERING,SCATTERING,0,200
5539575,KILDARE,T,T KILDARE (JUNEAU),2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,178,291
5539575,KILDARE,T,T KILDARE (JUNEAU),2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,113,291
5539575,KILDARE,T,T KILDARE (JUNEAU),2025,SUPREME COURT,SCATTERING,SCATTERING,0,291
5539575,KILDARE,T,T KILDARE (JUNEAU),2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,107,186
5539575,KILDARE,T,T KILDARE (JUNEAU),2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,79,186
5539575,KILDARE,T,T KILDARE (JUNEAU),2026,SUPREME COURT,SCATTERING,SCATTERING,0,186
5539625,KIMBALL,T,T KIMBALL (IRON),2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,58,90
5539625,KIMBALL,T,T KIMBALL (IRON),2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,32,90
5539625,KIMBALL,T,T KIMBALL (IRON),2000,SUPREME COURT,SCATTERING,SCATTERING,0,90
5539625,KIMBALL,T,T KIMBALL (IRON),2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",111,111
5539625,KIMBALL,T,T KIMBALL (IRON),2001,SUPREME COURT,SCATTERING,SCATTERING,0,111
5539625,KIMBALL,T,T KIMBALL (IRON),2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,32,136
5539625,KIMBALL,T,T KIMBALL (IRON),2003,SUPREME COURT,LIBERAL,ED BRUNNER,104,136
5539625,KIMBALL,T,T KIMBALL (IRON),2003,SUPREME COURT,SCATTERING,SCATTERING,0,136
5539625,KIMBALL,T,T KIMBALL (IRON),2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,112,112
5539625,KIMBALL,T,T KIMBALL (IRON),2005,SUPREME COURT,SCATTERING,SCATTERING,0,112
5539625,KIMBALL,T,T KIMBALL (IRON),2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,109,109
5539625,KIMBALL,T,T KIMBALL (IRON),2006,SUPREME COURT,SCATTERING,SCATTERING,0,109
5539625,KIMBALL,T,T KIMBALL (IRON),2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,49,114
5539625,KIMBALL,T,T KIMBALL (IRON),2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,65,114
5539625,KIMBALL,T,T KIMBALL (IRON),2007,SUPREME COURT,SCATTERING,SCATTERING,0,114
5539625,KIMBALL,T,T KIMBALL (IRON),2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,48,86
5539625,KIMBALL,T,T KIMBALL (IRON),2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,38,86
5539625,KIMBALL,T,T KIMBALL (IRON),2008,SUPREME COURT,SCATTERING,SCATTERING,0,86
5539625,KIMBALL,T,T KIMBALL (IRON),2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,21,49
5539625,KIMBALL,T,T KIMBALL (IRON),2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,28,49
5539625,KIMBALL,T,T KIMBALL (IRON),2009,SUPREME COURT,SCATTERING,SCATTERING,0,49
5539625,KIMBALL,T,T KIMBALL (IRON),2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",61,152
5539625,KIMBALL,T,T KIMBALL (IRON),2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,91,152
5539625,KIMBALL,T,T KIMBALL (IRON),2011,SUPREME COURT,SCATTERING,SCATTERING,0,152
5539625,KIMBALL,T,T KIMBALL (IRON),2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,26,67
5539625,KIMBALL,T,T KIMBALL (IRON),2013,SUPREME COURT,LIBERAL,ED FALLONE,41,67
5539625,KIMBALL,T,T KIMBALL (IRON),2013,SUPREME COURT,SCATTERING,SCATTERING,0,67
5539625,KIMBALL,T,T KIMBALL (IRON),2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,22,56
5539625,KIMBALL,T,T KIMBALL (IRON),2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,34,56
5539625,KIMBALL,T,T KIMBALL (IRON),2015,SUPREME COURT,SCATTERING,SCATTERING,0,56
5539625,KIMBALL,T,T KIMBALL (IRON),2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,81,167
5539625,KIMBALL,T,T KIMBALL (IRON),2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,86,167
5539625,KIMBALL,T,T KIMBALL (IRON),2016,SUPREME COURT,SCATTERING,SCATTERING,0,167
5539625,KIMBALL,T,T KIMBALL (IRON),2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,96,96
5539625,KIMBALL,T,T KIMBALL (IRON),2017,SUPREME COURT,SCATTERING,SCATTERING,0,96
5539625,KIMBALL,T,T KIMBALL (IRON),2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,35,88
5539625,KIMBALL,T,T KIMBALL (IRON),2018,SUPREME COURT,LIBERAL,REBECCA DALLET,53,88
5539625,KIMBALL,T,T KIMBALL (IRON),2018,SUPREME COURT,SCATTERING,SCATTERING,0,88
5539625,KIMBALL,T,T KIMBALL (IRON),2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,106,199
5539625,KIMBALL,T,T KIMBALL (IRON),2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,93,199
5539625,KIMBALL,T,T KIMBALL (IRON),2019,SUPREME COURT,SCATTERING,SCATTERING,0,199
5539625,KIMBALL,T,T KIMBALL (IRON),2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,112,218
5539625,KIMBALL,T,T KIMBALL (IRON),2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,106,218
5539625,KIMBALL,T,T KIMBALL (IRON),2020,SUPREME COURT,SCATTERING,SCATTERING,0,218
5539625,KIMBALL,T,T KIMBALL (IRON),2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,81,163
5539625,KIMBALL,T,T KIMBALL (IRON),2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,82,163
5539625,KIMBALL,T,T KIMBALL (IRON),2023,SUPREME COURT,SCATTERING,SCATTERING,0,163
5539625,KIMBALL,T,T KIMBALL (IRON),2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,130,229
5539625,KIMBALL,T,T KIMBALL (IRON),2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,99,229
5539625,KIMBALL,T,T KIMBALL (IRON),2025,SUPREME COURT,SCATTERING,SCATTERING,0,229
5539625,KIMBALL,T,T KIMBALL (IRON),2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,55,126
5539625,KIMBALL,T,T KIMBALL (IRON),2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,71,126
5539625,KIMBALL,T,T KIMBALL (IRON),2026,SUPREME COURT,SCATTERING,SCATTERING,0,126
5539650,KIMBERLY,V,V KIMBERLY,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,721,1119
5539650,KIMBERLY,V,V KIMBERLY,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,398,1119
5539650,KIMBERLY,V,V KIMBERLY,2000,SUPREME COURT,SCATTERING,SCATTERING,0,1119
5539650,KIMBERLY,V,V KIMBERLY,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",695,700
5539650,KIMBERLY,V,V KIMBERLY,2001,SUPREME COURT,SCATTERING,SCATTERING,5,700
5539650,KIMBERLY,V,V KIMBERLY,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,442,795
5539650,KIMBERLY,V,V KIMBERLY,2003,SUPREME COURT,LIBERAL,ED BRUNNER,353,795
5539650,KIMBERLY,V,V KIMBERLY,2003,SUPREME COURT,SCATTERING,SCATTERING,0,795
5539650,KIMBERLY,V,V KIMBERLY,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,541,542
5539650,KIMBERLY,V,V KIMBERLY,2005,SUPREME COURT,SCATTERING,SCATTERING,1,542
5539650,KIMBERLY,V,V KIMBERLY,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,661,663
5539650,KIMBERLY,V,V KIMBERLY,2006,SUPREME COURT,SCATTERING,SCATTERING,2,663
5539650,KIMBERLY,V,V KIMBERLY,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,458,712
5539650,KIMBERLY,V,V KIMBERLY,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,253,712
5539650,KIMBERLY,V,V KIMBERLY,2007,SUPREME COURT,SCATTERING,SCATTERING,1,712
5539650,KIMBERLY,V,V KIMBERLY,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,569,1154
5539650,KIMBERLY,V,V KIMBERLY,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,584,1154
5539650,KIMBERLY,V,V KIMBERLY,2008,SUPREME COURT,SCATTERING,SCATTERING,1,1154
5539650,KIMBERLY,V,V KIMBERLY,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,201,622
5539650,KIMBERLY,V,V KIMBERLY,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,421,622
5539650,KIMBERLY,V,V KIMBERLY,2009,SUPREME COURT,SCATTERING,SCATTERING,0,622
5539650,KIMBERLY,V,V KIMBERLY,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",799,1619
5539650,KIMBERLY,V,V KIMBERLY,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,820,1619
5539650,KIMBERLY,V,V KIMBERLY,2011,SUPREME COURT,SCATTERING,SCATTERING,0,1619
5539650,KIMBERLY,V,V KIMBERLY,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,517,984
5539650,KIMBERLY,V,V KIMBERLY,2013,SUPREME COURT,LIBERAL,ED FALLONE,467,984
5539650,KIMBERLY,V,V KIMBERLY,2013,SUPREME COURT,SCATTERING,SCATTERING,0,984
5539650,KIMBERLY,V,V KIMBERLY,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,224,627
5539650,KIMBERLY,V,V KIMBERLY,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,403,627
5539650,KIMBERLY,V,V KIMBERLY,2015,SUPREME COURT,SCATTERING,SCATTERING,0,627
5539650,KIMBERLY,V,V KIMBERLY,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,1273,2272
5539650,KIMBERLY,V,V KIMBERLY,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,999,2272
5539650,KIMBERLY,V,V KIMBERLY,2016,SUPREME COURT,SCATTERING,SCATTERING,0,2272
5539650,KIMBERLY,V,V KIMBERLY,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,405,405
5539650,KIMBERLY,V,V KIMBERLY,2017,SUPREME COURT,SCATTERING,SCATTERING,0,405
5539650,KIMBERLY,V,V KIMBERLY,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,355,894
5539650,KIMBERLY,V,V KIMBERLY,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,539,894
5539650,KIMBERLY,V,V KIMBERLY,2018,SUPREME COURT,SCATTERING,SCATTERING,0,894
5539650,KIMBERLY,V,V KIMBERLY,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,594,1196
5539650,KIMBERLY,V,V KIMBERLY,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,602,1196
5539650,KIMBERLY,V,V KIMBERLY,2019,SUPREME COURT,SCATTERING,SCATTERING,0,1196
5539650,KIMBERLY,V,V KIMBERLY,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,831,1849
5539650,KIMBERLY,V,V KIMBERLY,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1018,1849
5539650,KIMBERLY,V,V KIMBERLY,2020,SUPREME COURT,SCATTERING,SCATTERING,0,1849
5539650,KIMBERLY,V,V KIMBERLY,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,861,2009
5539650,KIMBERLY,V,V KIMBERLY,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,1148,2009
5539650,KIMBERLY,V,V KIMBERLY,2023,SUPREME COURT,SCATTERING,SCATTERING,0,2009
5539650,KIMBERLY,V,V KIMBERLY,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1244,2902
5539650,KIMBERLY,V,V KIMBERLY,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,1658,2902
5539650,KIMBERLY,V,V KIMBERLY,2025,SUPREME COURT,SCATTERING,SCATTERING,0,2902
5539650,KIMBERLY,V,V KIMBERLY,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,670,1823
5539650,KIMBERLY,V,V KIMBERLY,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,1153,1823
5539650,KIMBERLY,V,V KIMBERLY,2026,SUPREME COURT,SCATTERING,SCATTERING,0,1823
5539675,KING,T,T KING (LINCOLN),2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,182,274
5539675,KING,T,T KING (LINCOLN),2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,90,274
5539675,KING,T,T KING (LINCOLN),2000,SUPREME COURT,SCATTERING,SCATTERING,2,274
5539675,KING,T,T KING (LINCOLN),2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",269,271
5539675,KING,T,T KING (LINCOLN),2001,SUPREME COURT,SCATTERING,SCATTERING,2,271
5539675,KING,T,T KING (LINCOLN),2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,68,151
5539675,KING,T,T KING (LINCOLN),2003,SUPREME COURT,LIBERAL,ED BRUNNER,83,151
5539675,KING,T,T KING (LINCOLN),2003,SUPREME COURT,SCATTERING,SCATTERING,0,151
5539675,KING,T,T KING (LINCOLN),2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,114,114
5539675,KING,T,T KING (LINCOLN),2005,SUPREME COURT,SCATTERING,SCATTERING,0,114
5539675,KING,T,T KING (LINCOLN),2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,101,101
5539675,KING,T,T KING (LINCOLN),2006,SUPREME COURT,SCATTERING,SCATTERING,0,101
5539675,KING,T,T KING (LINCOLN),2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,140,241
5539675,KING,T,T KING (LINCOLN),2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,101,241
5539675,KING,T,T KING (LINCOLN),2007,SUPREME COURT,SCATTERING,SCATTERING,0,241
5539675,KING,T,T KING (LINCOLN),2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,87,172
5539675,KING,T,T KING (LINCOLN),2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,85,172
5539675,KING,T,T KING (LINCOLN),2008,SUPREME COURT,SCATTERING,SCATTERING,0,172
5539675,KING,T,T KING (LINCOLN),2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,74,207
5539675,KING,T,T KING (LINCOLN),2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,133,207
5539675,KING,T,T KING (LINCOLN),2009,SUPREME COURT,SCATTERING,SCATTERING,0,207
5539675,KING,T,T KING (LINCOLN),2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",112,269
5539675,KING,T,T KING (LINCOLN),2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,157,269
5539675,KING,T,T KING (LINCOLN),2011,SUPREME COURT,SCATTERING,SCATTERING,0,269
5539675,KING,T,T KING (LINCOLN),2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,127,226
5539675,KING,T,T KING (LINCOLN),2013,SUPREME COURT,LIBERAL,ED FALLONE,99,226
5539675,KING,T,T KING (LINCOLN),2013,SUPREME COURT,SCATTERING,SCATTERING,0,226
5539675,KING,T,T KING (LINCOLN),2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,94,255
5539675,KING,T,T KING (LINCOLN),2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,161,255
5539675,KING,T,T KING (LINCOLN),2015,SUPREME COURT,SCATTERING,SCATTERING,0,255
5539675,KING,T,T KING (LINCOLN),2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,227,426
5539675,KING,T,T KING (LINCOLN),2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,198,426
5539675,KING,T,T KING (LINCOLN),2016,SUPREME COURT,SCATTERING,SCATTERING,1,426
5539675,KING,T,T KING (LINCOLN),2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,189,190
5539675,KING,T,T KING (LINCOLN),2017,SUPREME COURT,SCATTERING,SCATTERING,1,190
5539675,KING,T,T KING (LINCOLN),2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,71,183
5539675,KING,T,T KING (LINCOLN),2018,SUPREME COURT,LIBERAL,REBECCA DALLET,112,183
5539675,KING,T,T KING (LINCOLN),2018,SUPREME COURT,SCATTERING,SCATTERING,0,183
5539675,KING,T,T KING (LINCOLN),2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,121,250
5539675,KING,T,T KING (LINCOLN),2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,129,250
5539675,KING,T,T KING (LINCOLN),2019,SUPREME COURT,SCATTERING,SCATTERING,0,250
5539675,KING,T,T KING (LINCOLN),2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,168,352
5539675,KING,T,T KING (LINCOLN),2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,184,352
5539675,KING,T,T KING (LINCOLN),2020,SUPREME COURT,SCATTERING,SCATTERING,0,352
5539675,KING,T,T KING (LINCOLN),2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,209,410
5539675,KING,T,T KING (LINCOLN),2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,198,410
5539675,KING,T,T KING (LINCOLN),2023,SUPREME COURT,SCATTERING,SCATTERING,3,410
5539675,KING,T,T KING (LINCOLN),2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,281,492
5539675,KING,T,T KING (LINCOLN),2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,211,492
5539675,KING,T,T KING (LINCOLN),2025,SUPREME COURT,SCATTERING,SCATTERING,0,492
5539675,KING,T,T KING (LINCOLN),2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,158,335
5539675,KING,T,T KING (LINCOLN),2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,177,335
5539675,KING,T,T KING (LINCOLN),2026,SUPREME COURT,SCATTERING,SCATTERING,0,335
5539750,KINGSTON,V,V KINGSTON,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,33,51
5539750,KINGSTON,V,V KINGSTON,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,18,51
5539750,KINGSTON,V,V KINGSTON,2000,SUPREME COURT,SCATTERING,SCATTERING,0,51
5539750,KINGSTON,V,V KINGSTON,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",48,48
5539750,KINGSTON,V,V KINGSTON,2001,SUPREME COURT,SCATTERING,SCATTERING,0,48
5539750,KINGSTON,V,V KINGSTON,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,39,62
5539750,KINGSTON,V,V KINGSTON,2003,SUPREME COURT,LIBERAL,ED BRUNNER,23,62
5539750,KINGSTON,V,V KINGSTON,2003,SUPREME COURT,SCATTERING,SCATTERING,0,62
5539750,KINGSTON,V,V KINGSTON,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,62,62
5539750,KINGSTON,V,V KINGSTON,2005,SUPREME COURT,SCATTERING,SCATTERING,0,62
5539750,KINGSTON,V,V KINGSTON,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,58,58
5539750,KINGSTON,V,V KINGSTON,2006,SUPREME COURT,SCATTERING,SCATTERING,0,58
5539750,KINGSTON,V,V KINGSTON,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,44,59
5539750,KINGSTON,V,V KINGSTON,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,15,59
5539750,KINGSTON,V,V KINGSTON,2007,SUPREME COURT,SCATTERING,SCATTERING,0,59
5539750,KINGSTON,V,V KINGSTON,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,37,57
